agent;timestep;position;direction;status;given_command
0;0;None;s;waiting;nothing
1;0;None;n;waiting;nothing
2;0;None;s;waiting;nothing
3;0;None;s;waiting;nothing
4;0;None;s;waiting;nothing
5;0;None;n;waiting;nothing
6;0;None;s;waiting;nothing
7;0;None;s;waiting;nothing
8;0;None;n;waiting;nothing
9;0;None;s;waiting;nothing
0;1;None;s;waiting;nothing
1;1;None;n;waiting;nothing
2;1;None;s;waiting;nothing
3;1;None;s;waiting;nothing
4;1;None;s;waiting;nothing
5;1;None;n;waiting;nothing
6;1;None;s;waiting;nothing
7;1;None;s;waiting;nothing
8;1;None;n;waiting;nothing
9;1;None;s;waiting;nothing
0;2;None;s;waiting;nothing
1;2;None;n;waiting;nothing
2;2;None;s;waiting;nothing
3;2;None;s;waiting;nothing
4;2;None;s;waiting;nothing
5;2;None;n;waiting;nothing
6;2;None;s;waiting;nothing
7;2;None;s;waiting;nothing
8;2;None;n;waiting;nothing
9;2;None;s;waiting;nothing
0;3;None;s;waiting;nothing
1;3;None;n;waiting;nothing
2;3;None;s;waiting;nothing
3;3;None;s;waiting;nothing
4;3;None;s;waiting;nothing
5;3;None;n;waiting;nothing
6;3;None;s;waiting;nothing
7;3;None;s;waiting;nothing
8;3;None;n;waiting;nothing
9;3;None;s;waiting;nothing
0;4;None;s;waiting;nothing
1;4;None;n;waiting;nothing
2;4;None;s;waiting;nothing
3;4;None;s;waiting;nothing
4;4;None;s;waiting;nothing
5;4;None;n;waiting;nothing
6;4;None;s;waiting;nothing
7;4;None;s;waiting;nothing
8;4;None;n;waiting;nothing
9;4;None;s;waiting;nothing
0;5;None;s;waiting;nothing
1;5;None;n;waiting;nothing
2;5;None;s;waiting;nothing
3;5;None;s;waiting;nothing
4;5;None;s;waiting;nothing
5;5;None;n;waiting;nothing
6;5;None;s;waiting;nothing
7;5;None;s;waiting;nothing
8;5;None;n;waiting;nothing
9;5;None;s;waiting;nothing
0;6;None;s;waiting;nothing
1;6;None;n;waiting;nothing
2;6;None;s;waiting;nothing
3;6;None;s;waiting;nothing
4;6;None;s;waiting;nothing
5;6;None;n;waiting;nothing
6;6;None;s;waiting;nothing
7;6;None;s;waiting;nothing
8;6;None;n;waiting;nothing
9;6;None;s;waiting;nothing
0;7;None;s;waiting;nothing
1;7;None;n;waiting;nothing
2;7;None;s;waiting;nothing
3;7;None;s;waiting;nothing
4;7;None;s;waiting;nothing
5;7;None;n;waiting;nothing
6;7;None;s;waiting;nothing
7;7;None;s;ready to depart;move_forward
8;7;None;n;waiting;nothing
9;7;None;s;waiting;nothing
0;8;None;s;waiting;nothing
1;8;None;n;waiting;nothing
2;8;None;s;waiting;nothing
3;8;None;s;waiting;nothing
4;8;None;s;waiting;nothing
5;8;None;n;waiting;nothing
6;8;None;s;ready to depart;move_forward
7;8;(22, 29);s;moving;move_forward
8;8;None;n;waiting;nothing
9;8;None;s;waiting;nothing
0;9;None;s;waiting;nothing
