agent;timestep;position;direction;status;given_command
0;0;None;w;waiting;nothing
1;0;None;w;waiting;nothing
2;0;None;w;waiting;nothing
3;0;None;e;waiting;nothing
4;0;None;w;waiting;nothing
5;0;None;e;waiting;nothing
0;1;None;w;waiting;nothing
1;1;None;w;waiting;nothing
2;1;None;w;waiting;nothing
3;1;None;e;waiting;nothing
4;1;None;w;ready to depart;move_forward
5;1;None;e;ready to depart;nothing
0;2;None;w;waiting;nothing
1;2;None;w;waiting;nothing
2;2;None;w;waiting;nothing
3;2;None;e;waiting;nothing
4;2;(47, 38);w;moving;move_forward
5;2;None;e;ready to depart;move_forward
0;3;None;w;waiting;nothing
1;3;None;w;waiting;nothing
2;3;None;w;waiting;nothing
3;3;None;e;waiting;nothing
4;3;(47, 37);w;moving;move_forward
5;3;(19, 25);e;moving;move_forward
0;4;None;w;waiting;nothing
1;4;None;w;waiting;nothing
2;4;None;w;waiting;nothing
3;4;None;e;waiting;nothing
4;4;(47, 36);w;moving;move_forward
5;4;(19, 26);e;moving;move_forward
0;5;None;w;waiting;nothing
1;5;None;w;waiting;nothing
2;5;None;w;ready to depart;move_forward
3;5;None;e;waiting;nothing
4;5;(47, 35);w;moving;move_forward
5;5;(19, 27);e;moving;move_forward
0;6;None;w;waiting;nothing
1;6;None;w;ready to depart;nothing
2;6;(19, 25);w;moving;move_forward
3;6;None;e;waiting;nothing
4;6;(47, 34);w;moving;move_right
5;6;(19, 28);e;moving;wait
0;7;None;w;waiting;nothing
1;7;None;w;ready to depart;nothing
2;7;(19, 24);w;moving;move_forward
3;7;None;e;ready to depart;nothing
4;7;(46, 34);n;moving;move_left
5;7;(19, 28);e;stopped;wait
0;8;None;w;waiting;nothing
1;8;None;w;ready to depart;nothing
2;8;(19, 23);w;moving;move_forward
3;8;None;e;ready to depart;nothing
4;8;(46, 33);w;moving;move_forward
5;8;(19, 28);e;stopped;move_forward
0;9;None;w;waiting;nothing
1;9;None;w;ready to depart;nothing
2;9;(19, 22);w;moving;move_forward
3;9;None;e;ready to depart;nothing
4;9;(46, 32);w;moving;move_forward
5;9;(19, 29);e;moving;move_forward
0;10;None;w;waiting;nothing
1;10;None;w;ready to depart;nothing
2;10;(19, 21);w;moving;move_forward
3;10;None;e;ready to depart;nothing
4;10;(46, 31);w;moving;move_forward
5;10;(19, 30);e;moving;wait
0;11;None;w;waiting;nothing
1;11;None;w;ready to depart;nothing
2;11;(19, 20);w;moving;move_forward
3;11;None;e;ready to depart;nothing
4;11;(46, 30);w;moving;move_forward
5;11;(19, 30);e;stopped;move_forward
0;12;None;w;waiting;nothing
