agent;timestep;action;position;direction;status
0;0;wait;None;2;0
0;1;wait;None;2;0
0;2;wait;None;2;0
0;3;wait;None;2;0
0;4;wait;None;2;0
0;5;wait;None;2;0
0;6;wait;None;2;0
0;7;wait;None;2;0
0;8;wait;None;2;1
0;9;wait;None;2;1
0;9;wait;None;2;1
0;10;move_forward;None;2;1
1;0;wait;None;1;0
1;1;wait;None;1;0
1;2;wait;None;1;0
1;3;wait;None;1;0
1;4;wait;None;1;0
1;5;wait;None;1;0
1;6;wait;None;1;0
1;7;wait;None;1;0
1;8;wait;None;1;0
1;9;wait;None;1;0
1;10;wait;None;1;0
1;11;wait;None;1;0
1;12;wait;None;1;0
1;13;wait;None;1;0
1;14;wait;None;1;0
1;15;wait;None;1;0
1;16;wait;None;1;0
1;17;wait;None;1;0
1;18;wait;None;1;0
1;19;wait;None;1;0
1;20;wait;None;1;0
1;21;wait;None;1;0
1;22;wait;None;1;0
1;23;wait;None;1;0
1;24;wait;None;1;0
1;25;wait;None;1;0
1;26;wait;None;1;0
1;27;wait;None;1;0
1;28;wait;None;1;0
1;29;wait;None;1;0
1;30;wait;None;1;0
1;31;wait;None;1;0
1;32;wait;None;1;0
1;33;wait;None;1;0
1;34;wait;None;1;0
1;35;wait;None;1;0
1;36;wait;None;1;1
1;37;wait;None;1;1
1;37;wait;None;1;1
1;38;move_forward;None;1;1
2;0;wait;None;0;0
2;1;wait;None;0;0
2;2;wait;None;0;0
2;3;wait;None;0;0
2;4;wait;None;0;0
2;5;wait;None;0;0
2;6;wait;None;0;0
2;7;wait;None;0;0
2;8;wait;None;0;0
2;9;wait;None;0;0
2;10;wait;None;0;0
2;11;wait;None;0;0
2;12;wait;None;0;0
2;13;wait;None;0;0
2;14;wait;None;0;0
2;15;wait;None;0;0
2;16;wait;None;0;0
2;17;wait;None;0;0
2;18;wait;None;0;0
2;19;wait;None;0;0
2;20;wait;None;0;0
2;21;wait;None;0;0
2;22;wait;None;0;0
2;23;wait;None;0;0
2;24;wait;None;0;0
2;25;wait;None;0;0
2;26;wait;None;0;0
2;27;wait;None;0;0
2;28;wait;None;0;0
2;29;wait;None;0;0
2;30;wait;None;0;0
2;31;wait;None;0;0
2;32;wait;None;0;0
2;33;wait;None;0;0
2;34;wait;None;0;0
2;35;wait;None;0;0
2;36;wait;None;0;0
2;37;wait;None;0;0
2;38;wait;None;0;0
2;39;wait;None;0;1
2;40;wait;None;0;1
2;40;wait;None;0;1
2;41;move_forward;None;0;1
