agent;timestep;position;direction;status;given_command
0;0;None;s;waiting;nothing
1;0;None;n;waiting;nothing
2;0;None;n;waiting;nothing
3;0;None;n;waiting;nothing
4;0;None;n;waiting;nothing
5;0;None;w;waiting;nothing
0;1;None;s;waiting;nothing
1;1;None;n;waiting;nothing
2;1;None;n;ready to depart;move_forward
3;1;None;n;waiting;nothing
4;1;None;n;ready to depart;move_forward
5;1;None;w;waiting;nothing
0;2;None;s;waiting;nothing
1;2;None;n;waiting;nothing
2;2;(5, 37);n;moving;move_forward
3;2;None;n;waiting;nothing
4;2;(49, 29);n;moving;move_forward
5;2;None;w;ready to depart;move_forward
0;3;None;s;waiting;nothing
1;3;None;n;waiting;nothing
2;3;(4, 37);n;moving;move_forward
3;3;None;n;ready to depart;move_forward
4;3;(48, 29);n;moving;move_forward
5;3;(38, 54);w;moving;move_forward
0;4;None;s;waiting;nothing
1;4;None;n;waiting;nothing
2;4;(3, 37);n;moving;move_forward
3;4;(21, 25);n;moving;move_forward
4;4;(47, 29);n;moving;move_forward
5;4;(38, 53);w;moving;move_forward
0;5;None;s;waiting;nothing
1;5;None;n;waiting;nothing
2;5;(2, 37);n;moving;move_forward
3;5;(20, 25);n;moving;move_forward
4;5;(46, 29);n;moving;move_forward
5;5;(38, 52);w;moving;wait
0;6;None;s;waiting;nothing
1;6;None;n;waiting;nothing
2;6;(1, 37);n;moving;move_left
3;6;(19, 25);n;moving;move_forward
4;6;(45, 29);n;moving;move_right
5;6;(38, 52);w;stopped;move_forward
0;7;None;s;waiting;nothing
1;7;None;n;waiting;nothing
2;7;(1, 36);w;moving;move_forward
3;7;(18, 25);n;moving;move_forward
4;7;(45, 30);e;moving;move_forward
5;7;(38, 51);w;moving;move_forward
0;8;None;s;waiting;nothing
1;8;None;n;waiting;nothing
2;8;(1, 35);w;moving;move_forward
3;8;(17, 25);n;moving;move_right
4;8;(45, 31);e;moving;move_forward
5;8;(38, 50);w;moving;move_left
0;9;None;s;waiting;nothing
1;9;None;n;waiting;nothing
2;9;(1, 34);w;moving;move_forward
3;9;(17, 26);e;moving;move_forward
4;9;(45, 32);e;moving;move_forward
5;9;(39, 50);s;moving;move_forward
0;10;None;s;waiting;nothing
1;10;None;n;waiting;nothing
2;10;(1, 33);w;moving;move_forward
3;10;(17, 27);e;moving;move_forward
4;10;(45, 33);e;moving;move_forward
5;10;(40, 50);s;moving;move_forward
0;11;None;s;waiting;nothing
1;11;None;n;waiting;nothing
2;11;(1, 32);w;moving;move_forward
3;11;(17, 28);e;moving;move_forward
4;11;(45, 34);e;moving;move_forward
5;11;(41, 50);s;moving;move_forward
0;12;None;s;waiting;nothing
1;12;None;n;waiting;nothing
2;12;(1, 31);w;moving;move_forward
3;12;(17, 29);e;moving;move_forward
4;12;(45, 35);e;moving;move_forward
5;12;(42, 50);s;moving;move_forward
0;13;None;s;waiting;nothing
1;13;None;n;waiting;nothing
2;13;(1, 30);w;moving;move_forward
