agent;timestep;action;position;direction;status
0;0;wait;None;0;waiting
0;1;wait;None;0;waiting
0;2;wait;None;0;waiting
0;3;wait;None;0;waiting
0;4;wait;None;0;waiting
0;5;wait;None;0;waiting
0;6;wait;None;0;waiting
0;7;wait;None;0;waiting
0;8;wait;None;0;waiting
0;9;wait;None;0;waiting
0;10;wait;None;0;waiting
0;11;wait;None;0;waiting
0;12;wait;None;0;waiting
0;13;move_forward;None;0;ready to depart
0;14;move_forward;(25, 6);0;moving
0;15;move_forward;(24, 6);0;moving
0;16;move_forward;(23, 6);0;moving
0;17;move_forward;(22, 6);0;moving
0;18;move_forward;(21, 6);0;moving
0;19;move_forward;(20, 6);0;moving
0;20;move_forward;(19, 6);0;moving
0;21;move_forward;(18, 6);0;moving
0;22;move_forward;(17, 6);0;moving
0;23;move_forward;(16, 6);0;moving
0;24;move_forward;(15, 6);0;moving
0;25;move_forward;(14, 6);0;moving
0;26;move_forward;(13, 6);0;moving
0;27;move_forward;(12, 6);0;moving
0;28;move_forward;(11, 6);0;moving
0;29;move_forward;(10, 6);0;moving
0;30;move_right;(9, 6);0;moving
0;31;move_forward;(9, 7);1;moving
0;32;move_forward;(8, 7);0;moving
0;33;move_right;(7, 7);0;moving
0;34;move_forward;(7, 8);1;moving
0;35;move_forward;(6, 8);0;done
1;0;wait;None;2;waiting
1;1;wait;None;2;waiting
1;2;wait;None;2;waiting
1;3;wait;None;2;waiting
1;4;wait;None;2;waiting
1;5;wait;None;2;waiting
1;6;wait;None;2;waiting
1;7;wait;None;2;waiting
1;8;wait;None;2;waiting
1;9;wait;None;2;waiting
1;10;wait;None;2;waiting
1;11;wait;None;2;waiting
1;12;wait;None;2;waiting
1;13;wait;None;2;waiting
1;14;wait;None;2;waiting
1;15;wait;None;2;waiting
1;16;wait;None;2;waiting
1;17;wait;None;2;waiting
1;18;wait;None;2;waiting
1;19;wait;None;2;waiting
1;20;wait;None;2;waiting
1;21;wait;None;2;waiting
1;22;wait;None;2;waiting
1;23;wait;None;2;waiting
1;24;wait;None;2;waiting
1;25;wait;None;2;waiting
1;26;wait;None;2;waiting
1;27;wait;None;2;waiting
1;28;wait;None;2;waiting
1;29;wait;None;2;waiting
1;30;wait;None;2;waiting
1;31;wait;None;2;waiting
1;32;wait;None;2;waiting
1;33;wait;None;2;waiting
1;34;wait;None;2;waiting
1;35;wait;None;2;waiting
1;36;wait;None;2;waiting
1;37;move_forward;None;2;ready to depart
