agent;timestep;position;direction;status;given_command
0;0;None;e;waiting;nothing
1;0;None;e;waiting;nothing
2;0;None;e;waiting;nothing
3;0;None;n;waiting;nothing
4;0;None;e;waiting;nothing
5;0;None;w;waiting;nothing
0;1;None;e;waiting;nothing
1;1;None;e;waiting;nothing
2;1;None;e;waiting;nothing
3;1;None;n;waiting;nothing
4;1;None;e;ready to depart;move_forward
5;1;None;w;waiting;nothing
0;2;None;e;waiting;nothing
1;2;None;e;waiting;nothing
2;2;None;e;waiting;nothing
3;2;None;n;waiting;nothing
4;2;(34, 43);e;moving;move_forward
5;2;None;w;waiting;nothing
0;3;None;e;waiting;nothing
1;3;None;e;waiting;nothing
2;3;None;e;waiting;nothing
3;3;None;n;waiting;nothing
4;3;(34, 44);e;moving;move_forward
5;3;None;w;waiting;nothing
0;4;None;e;waiting;nothing
1;4;None;e;waiting;nothing
2;4;None;e;waiting;nothing
3;4;None;n;waiting;nothing
4;4;(34, 45);e;moving;move_forward
5;4;None;w;waiting;nothing
0;5;None;e;waiting;nothing
1;5;None;e;waiting;nothing
2;5;None;e;waiting;nothing
3;5;None;n;waiting;nothing
4;5;(34, 46);e;moving;move_forward
5;5;None;w;waiting;nothing
0;6;None;e;waiting;nothing
1;6;None;e;waiting;nothing
2;6;None;e;waiting;nothing
3;6;None;n;waiting;nothing
4;6;(34, 47);e;moving;move_left
5;6;None;w;waiting;nothing
0;7;None;e;waiting;nothing
1;7;None;e;waiting;nothing
2;7;None;e;waiting;nothing
3;7;None;n;waiting;nothing
4;7;(33, 47);n;moving;move_forward
5;7;None;w;waiting;nothing
0;8;None;e;waiting;nothing
1;8;None;e;waiting;nothing
2;8;None;e;waiting;nothing
3;8;None;n;waiting;nothing
4;8;(32, 47);n;moving;move_forward
5;8;None;w;waiting;nothing
0;9;None;e;waiting;nothing
1;9;None;e;waiting;nothing
2;9;None;e;waiting;nothing
3;9;None;n;waiting;nothing
4;9;(31, 47);n;moving;move_forward
5;9;None;w;waiting;nothing
0;10;None;e;waiting;nothing
1;10;None;e;waiting;nothing
2;10;None;e;waiting;nothing
3;10;None;n;waiting;nothing
4;10;(30, 47);n;moving;move_left
5;10;None;w;waiting;nothing
0;11;None;e;waiting;nothing
1;11;None;e;waiting;nothing
2;11;None;e;waiting;nothing
3;11;None;n;waiting;nothing
4;11;(30, 46);w;moving;move_forward
5;11;None;w;ready to depart;move_forward
0;12;None;e;waiting;nothing
1;12;None;e;waiting;nothing
2;12;None;e;waiting;nothing
3;12;None;n;waiting;nothing
4;12;(30, 45);w;moving;move_forward
5;12;(40, 6);w;moving;move_forward
0;13;None;e;waiting;nothing
1;13;None;e;waiting;nothing
2;13;None;e;waiting;nothing
3;13;None;n;waiting;nothing
4;13;(30, 44);w;moving;move_forward
5;13;(40, 5);w;moving;move_forward
0;14;None;e;waiting;nothing
1;14;None;e;waiting;nothing
2;14;None;e;waiting;nothing
3;14;None;n;waiting;nothing
4;14;(30, 43);w;moving;move_forward
5;14;(40, 4);w;moving;move_forward
0;15;None;e;waiting;nothing
1;15;None;e;waiting;nothing
2;15;None;e;waiting;nothing
3;15;None;n;waiting;nothing
4;15;(30, 42);w;moving;move_forward
5;15;(40, 3);w;moving;move_forward
0;16;None;e;waiting;nothing
1;16;None;e;waiting;nothing
2;16;None;e;waiting;nothing
3;16;None;n;waiting;nothing
4;16;(30, 41);w;moving;move_forward
5;16;(40, 2);w;moving;move_right
0;17;None;e;waiting;nothing
1;17;None;e;waiting;nothing
2;17;None;e;waiting;nothing
3;17;None;n;waiting;nothing
4;17;(30, 40);w;moving;move_forward
5;17;(39, 2);n;moving;move_forward
0;18;None;e;waiting;nothing
1;18;None;e;waiting;nothing
2;18;None;e;waiting;nothing
3;18;None;n;waiting;nothing
4;18;(30, 39);w;moving;move_forward
5;18;(38, 2);n;moving;move_forward
0;19;None;e;waiting;nothing
1;19;None;e;waiting;nothing
2;19;None;e;waiting;nothing
3;19;None;n;waiting;nothing
