agent;timestep;position;direction;status;given_command
0;0;None;w;waiting;nothing
1;0;None;s;waiting;nothing
2;0;None;e;waiting;nothing
3;0;None;n;waiting;nothing
4;0;None;e;waiting;nothing
5;0;None;e;waiting;nothing
6;0;None;s;waiting;nothing
7;0;None;e;waiting;nothing
8;0;None;n;waiting;nothing
9;0;None;e;waiting;nothing
10;0;None;w;waiting;nothing
11;0;None;e;waiting;nothing
12;0;None;w;waiting;nothing
13;0;None;e;waiting;nothing
14;0;None;n;waiting;nothing
15;0;None;w;waiting;nothing
16;0;None;n;waiting;nothing
17;0;None;w;waiting;nothing
18;0;None;n;waiting;nothing
19;0;None;w;waiting;nothing
0;1;None;w;waiting;nothing
1;1;None;s;waiting;nothing
2;1;None;e;waiting;nothing
3;1;None;n;waiting;nothing
4;1;None;e;waiting;nothing
5;1;None;e;waiting;nothing
6;1;None;s;waiting;nothing
7;1;None;e;waiting;nothing
8;1;None;n;waiting;nothing
9;1;None;e;waiting;nothing
10;1;None;w;waiting;nothing
11;1;None;e;waiting;nothing
12;1;None;w;waiting;nothing
13;1;None;e;waiting;nothing
14;1;None;n;waiting;nothing
15;1;None;w;ready to depart;nothing
16;1;None;n;waiting;nothing
17;1;None;w;ready to depart;move_forward
18;1;None;n;waiting;nothing
19;1;None;w;waiting;nothing
0;2;None;w;waiting;nothing
1;2;None;s;waiting;nothing
2;2;None;e;waiting;nothing
3;2;None;n;ready to depart;move_forward
4;2;None;e;waiting;nothing
5;2;None;e;waiting;nothing
6;2;None;s;waiting;nothing
7;2;None;e;waiting;nothing
8;2;None;n;waiting;nothing
9;2;None;e;waiting;nothing
10;2;None;w;waiting;nothing
11;2;None;e;waiting;nothing
12;2;None;w;waiting;nothing
13;2;None;e;waiting;nothing
14;2;None;n;waiting;nothing
15;2;None;w;ready to depart;move_forward
16;2;None;n;waiting;nothing
17;2;(10, 18);w;moving;move_forward
18;2;None;n;waiting;nothing
19;2;None;w;waiting;nothing
0;3;None;w;waiting;nothing
1;3;None;s;waiting;nothing
2;3;None;e;waiting;nothing
3;3;(19, 12);n;moving;move_forward
4;3;None;e;waiting;nothing
5;3;None;e;waiting;nothing
6;3;None;s;ready to depart;move_forward
7;3;None;e;waiting;nothing
8;3;None;n;waiting;nothing
9;3;None;e;ready to depart;move_forward
10;3;None;w;waiting;nothing
11;3;None;e;waiting;nothing
12;3;None;w;waiting;nothing
13;3;None;e;waiting;nothing
14;3;None;n;waiting;nothing
15;3;(10, 18);w;moving;move_forward
16;3;None;n;waiting;nothing
17;3;(10, 17);w;moving;move_forward
18;3;None;n;waiting;nothing
19;3;None;w;waiting;nothing
0;4;None;w;waiting;nothing
