agent;timestep;position;direction;status;given_command
0;0;None;e;waiting;nothing
1;0;None;n;waiting;nothing
2;0;None;e;waiting;nothing
3;0;None;n;waiting;nothing
4;0;None;e;waiting;nothing
5;0;None;s;waiting;nothing
6;0;None;e;waiting;nothing
7;0;None;w;waiting;nothing
8;0;None;w;waiting;nothing
9;0;None;w;waiting;nothing
0;1;None;e;waiting;nothing
1;1;None;n;waiting;nothing
2;1;None;e;waiting;nothing
3;1;None;n;waiting;nothing
4;1;None;e;waiting;nothing
5;1;None;s;waiting;nothing
6;1;None;e;waiting;nothing
7;1;None;w;waiting;nothing
8;1;None;w;ready to depart;move_forward
9;1;None;w;waiting;nothing
0;2;None;e;waiting;nothing
1;2;None;n;waiting;nothing
2;2;None;e;waiting;nothing
3;2;None;n;waiting;nothing
4;2;None;e;waiting;nothing
5;2;None;s;waiting;nothing
6;2;None;e;waiting;nothing
7;2;None;w;waiting;nothing
8;2;(12, 16);w;moving;move_forward
9;2;None;w;waiting;nothing
0;3;None;e;waiting;nothing
1;3;None;n;waiting;nothing
2;3;None;e;waiting;nothing
3;3;None;n;waiting;nothing
4;3;None;e;waiting;nothing
5;3;None;s;waiting;nothing
6;3;None;e;waiting;nothing
7;3;None;w;waiting;nothing
8;3;(12, 15);w;moving;move_forward
9;3;None;w;waiting;nothing
0;4;None;e;waiting;nothing
1;4;None;n;waiting;nothing
2;4;None;e;waiting;nothing
3;4;None;n;waiting;nothing
4;4;None;e;waiting;nothing
5;4;None;s;waiting;nothing
6;4;None;e;waiting;nothing
7;4;None;w;waiting;nothing
8;4;(12, 14);w;moving;move_forward
9;4;None;w;waiting;nothing
0;5;None;e;waiting;nothing
1;5;None;n;waiting;nothing
2;5;None;e;malfunction (off map);nothing
3;5;None;n;waiting;nothing
4;5;None;e;waiting;nothing
5;5;None;s;waiting;nothing
6;5;None;e;waiting;nothing
7;5;None;w;waiting;nothing
8;5;(12, 13);w;moving;move_forward
9;5;None;w;waiting;nothing
0;6;None;e;waiting;nothing
1;6;None;n;waiting;nothing
2;6;None;e;malfunction (off map);nothing
3;6;None;n;waiting;nothing
4;6;None;e;waiting;nothing
5;6;None;s;waiting;nothing
6;6;None;e;waiting;nothing
7;6;None;w;waiting;nothing
8;6;(12, 12);w;moving;move_forward
9;6;None;w;waiting;nothing
0;7;None;e;waiting;nothing
1;7;None;n;waiting;nothing
2;7;None;e;malfunction (off map);nothing
3;7;None;n;waiting;nothing
4;7;None;e;waiting;nothing
5;7;None;s;waiting;nothing
6;7;None;e;waiting;nothing
7;7;None;w;waiting;nothing
8;7;(12, 11);w;moving;move_forward
9;7;None;w;waiting;nothing
0;8;None;e;waiting;nothing
1;8;None;n;waiting;nothing
2;8;None;e;malfunction (off map);nothing
3;8;None;n;waiting;nothing
4;8;None;e;waiting;nothing
5;8;None;s;waiting;nothing
6;8;None;e;waiting;nothing
7;8;None;w;waiting;nothing
8;8;(12, 10);w;moving;move_forward
9;8;None;w;waiting;nothing
