agent;timestep;position;direction;status;given_command
0;0;None;s;waiting;nothing
1;0;None;w;waiting;nothing
2;0;None;e;waiting;nothing
3;0;None;e;waiting;nothing
4;0;None;n;waiting;nothing
5;0;None;n;waiting;nothing
0;1;None;s;waiting;nothing
1;1;None;w;waiting;nothing
2;1;None;e;ready to depart;move_forward
3;1;None;e;waiting;nothing
4;1;None;n;ready to depart;move_forward
5;1;None;n;malfunction (off map);nothing
0;2;None;s;waiting;nothing
1;2;None;w;waiting;nothing
2;2;(34, 46);e;moving;move_forward
3;2;None;e;waiting;nothing
4;2;(20, 10);n;moving;wait
5;2;None;n;malfunction (off map);nothing
0;3;None;s;waiting;nothing
1;3;None;w;waiting;nothing
2;3;(34, 47);e;moving;move_forward
3;3;None;e;waiting;nothing
4;3;(20, 10);n;stopped;wait
5;3;None;n;malfunction (off map);nothing
0;4;None;s;waiting;nothing
1;4;None;w;waiting;nothing
2;4;(34, 48);e;moving;move_forward
3;4;None;e;waiting;nothing
4;4;(20, 10);n;stopped;wait
5;4;None;n;malfunction (off map);nothing
0;5;None;s;waiting;nothing
1;5;None;w;waiting;nothing
2;5;(34, 49);e;moving;move_forward
3;5;None;e;waiting;nothing
4;5;(20, 10);n;stopped;wait
5;5;None;n;ready to depart;move_forward
0;6;None;s;waiting;nothing
1;6;None;w;waiting;nothing
2;6;(34, 50);e;moving;move_left
3;6;None;e;waiting;nothing
4;6;(20, 10);n;stopped;wait
5;6;(9, 13);n;moving;move_forward
0;7;None;s;waiting;nothing
1;7;None;w;waiting;nothing
2;7;(33, 50);n;moving;move_forward
3;7;None;e;waiting;nothing
4;7;(20, 10);n;stopped;wait
5;7;(8, 13);n;moving;move_forward
0;8;None;s;waiting;nothing
1;8;None;w;waiting;nothing
2;8;(32, 50);n;moving;move_forward
3;8;None;e;waiting;nothing
4;8;(20, 10);n;stopped;wait
5;8;(7, 13);n;moving;move_forward
0;9;None;s;waiting;nothing
1;9;None;w;waiting;nothing
2;9;(31, 50);n;moving;move_forward
3;9;None;e;waiting;nothing
4;9;(20, 10);n;stopped;wait
5;9;(6, 13);n;moving;move_forward
0;10;None;s;waiting;nothing
1;10;None;w;waiting;nothing
2;10;(30, 50);n;moving;move_left
3;10;None;e;waiting;nothing
4;10;(20, 10);n;stopped;wait
5;10;(5, 13);n;moving;move_right
0;11;None;s;ready to depart;move_forward
1;11;None;w;waiting;nothing
2;11;(30, 49);w;moving;move_forward
3;11;None;e;waiting;nothing
4;11;(20, 10);n;stopped;move_forward
5;11;(5, 14);e;moving;move_forward
0;12;(20, 10);s;moving;move_forward
1;12;None;w;waiting;nothing
2;12;(30, 48);w;moving;move_forward
3;12;None;e;waiting;nothing
4;12;(19, 10);n;moving;wait
5;12;(5, 15);e;moving;move_forward
0;13;(21, 10);s;moving;move_forward
1;13;None;w;waiting;nothing
2;13;(30, 47);w;moving;move_forward
3;13;None;e;waiting;nothing
4;13;(19, 10);n;stopped;move_forward
5;13;(5, 16);e;moving;move_forward
0;14;(22, 10);s;moving;move_forward
1;14;None;w;waiting;nothing
2;14;(30, 46);w;moving;move_forward
3;14;None;e;waiting;nothing
4;14;(18, 10);n;moving;move_forward
5;14;(5, 17);e;moving;move_forward
0;15;(23, 10);s;moving;move_forward
1;15;None;w;waiting;nothing
2;15;(30, 45);w;moving;move_forward
3;15;None;e;waiting;nothing
4;15;(17, 10);n;moving;move_forward
5;15;(5, 18);e;moving;move_forward
0;16;(24, 10);s;moving;move_left
1;16;None;w;waiting;nothing
2;16;(30, 44);w;moving;move_forward
3;16;None;e;waiting;nothing
4;16;(16, 10);n;moving;wait
5;16;(5, 19);e;moving;move_forward
0;17;(24, 11);e;moving;move_forward
1;17;None;w;waiting;nothing
2;17;(30, 43);w;moving;move_forward
3;17;None;e;waiting;nothing
4;17;(16, 10);n;stopped;wait
5;17;(5, 20);e;moving;move_forward
0;18;(24, 12);e;moving;move_forward
1;18;None;w;waiting;nothing
2;18;(30, 42);w;moving;move_forward
3;18;None;e;waiting;nothing
4;18;(16, 10);n;stopped;move_right
5;18;(5, 21);e;moving;move_forward
