agent;timestep;action;position;direction;status
0;0;wait;None;3;waiting
0;1;wait;None;3;waiting
0;2;move_forward;None;3;ready to depart
0;3;move_forward;(24, 24);3;moving
0;4;move_forward;(24, 23);3;moving
0;5;move_forward;(24, 22);3;moving
0;6;move_forward;(24, 21);3;moving
0;7;move_forward;(24, 20);3;moving
0;8;move_forward;(24, 19);3;moving
0;9;move_forward;(24, 18);3;moving
0;10;move_forward;(25, 18);2;moving
0;11;move_forward;(26, 18);2;moving
0;12;move_forward;(27, 18);2;moving
0;13;move_forward;(28, 18);2;moving
0;14;move_forward;(28, 17);3;moving
0;15;move_forward;(28, 16);3;moving
0;16;move_forward;(28, 15);3;moving
0;17;move_forward;(28, 14);3;moving
0;18;move_forward;(28, 13);3;moving
0;19;move_forward;(28, 12);3;moving
0;20;move_forward;(28, 11);3;moving
0;21;move_forward;(29, 11);2;moving
0;22;move_forward;(29, 10);3;moving
0;23;move_forward;(29, 9);3;moving
0;24;move_forward;(29, 8);3;moving
0;25;move_right;(29, 7);3;moving
0;26;move_forward;(28, 7);0;moving
0;27;move_forward;(27, 7);0;moving
0;28;move_left;(26, 7);0;moving
0;29;move_forward;(26, 6);3;moving
0;30;move_forward;(25, 6);0;moving
1;0;wait;None;0;waiting
1;1;wait;None;0;waiting
1;2;move_forward;None;0;ready to depart
1;3;move_forward;(24, 7);0;moving
1;4;move_forward;(23, 7);0;moving
1;5;move_forward;(22, 7);0;moving
1;6;move_forward;(21, 7);0;moving
1;7;move_forward;(20, 7);0;moving
1;8;move_right;(19, 7);0;moving
1;9;move_forward;(19, 8);1;moving
1;10;move_forward;(19, 9);1;moving
1;11;move_forward;(19, 10);1;moving
1;12;move_forward;(19, 11);1;moving
1;13;move_forward;(20, 11);2;moving
1;14;move_forward;(21, 11);2;moving
1;15;move_forward;(22, 11);2;moving
1;16;move_forward;(23, 11);2;moving
1;17;move_forward;(23, 12);1;moving
1;18;move_forward;(23, 13);1;moving
1;19;move_forward;(23, 14);1;moving
1;20;move_forward;(23, 15);1;moving
1;21;move_forward;(23, 16);1;moving
1;22;move_forward;(23, 17);1;moving
1;23;move_forward;(23, 18);1;moving
1;24;move_forward;(23, 19);1;moving
1;25;move_left;(24, 19);2;moving
1;26;move_forward;(24, 20);1;moving
1;27;move_right;(24, 21);1;moving
1;28;move_forward;(25, 21);2;moving
1;29;move_forward;(25, 22);1;moving
1;30;move_forward;(25, 23);1;moving
