agent;timestep;action;position;direction;status
0;0;wait;None;2;0
0;1;wait;None;2;0
0;2;wait;None;2;0
0;3;wait;None;2;1
0;3;wait;None;2;1
0;4;move_forward;None;2;1
0;5;move_forward;(24, 6);2;3
0;6;move_forward;(25, 6);2;3
0;7;move_forward;(26, 6);2;3
0;8;move_forward;(27, 6);2;3
0;9;move_forward;(28, 6);2;3
0;10;move_forward;(29, 6);2;3
0;11;move_forward;(29, 7);1;3
0;12;move_forward;(29, 8);1;3
0;13;move_forward;(29, 9);1;3
0;14;move_forward;(29, 10);1;3
0;15;move_forward;(29, 11);1;3
0;16;move_forward;(28, 11);0;3
0;17;move_forward;(27, 11);0;3
0;18;move_forward;(26, 11);0;3
0;19;move_left;(25, 11);0;3
0;20;move_forward;(24, 11);0;3
0;21;move_forward;(23, 11);0;3
0;22;move_forward;(22, 11);0;3
