agent;timestep;position;direction;status;given_command
0;0;None;w;waiting;nothing
1;0;None;e;waiting;nothing
2;0;None;n;waiting;nothing
3;0;None;e;waiting;nothing
4;0;None;e;waiting;nothing
5;0;None;n;waiting;nothing
6;0;None;n;waiting;nothing
7;0;None;e;waiting;nothing
8;0;None;n;waiting;nothing
9;0;None;w;waiting;nothing
10;0;None;e;waiting;nothing
11;0;None;s;waiting;nothing
12;0;None;w;waiting;nothing
13;0;None;e;waiting;nothing
14;0;None;n;waiting;nothing
15;0;None;w;waiting;nothing
16;0;None;w;waiting;nothing
17;0;None;w;waiting;nothing
18;0;None;w;waiting;nothing
19;0;None;w;waiting;nothing
0;1;None;w;waiting;nothing
1;1;None;e;waiting;nothing
2;1;None;n;waiting;nothing
3;1;None;e;waiting;nothing
4;1;None;e;waiting;nothing
5;1;None;n;waiting;nothing
6;1;None;n;waiting;nothing
7;1;None;e;waiting;nothing
8;1;None;n;waiting;nothing
9;1;None;w;waiting;nothing
10;1;None;e;waiting;nothing
11;1;None;s;waiting;nothing
12;1;None;w;waiting;nothing
13;1;None;e;waiting;nothing
14;1;None;n;ready to depart;move_forward
15;1;None;w;waiting;nothing
16;1;None;w;waiting;nothing
17;1;None;w;waiting;nothing
18;1;None;w;waiting;nothing
19;1;None;w;waiting;nothing
0;2;None;w;waiting;nothing
1;2;None;e;waiting;nothing
2;2;None;n;waiting;nothing
3;2;None;e;waiting;nothing
4;2;None;e;waiting;nothing
5;2;None;n;waiting;nothing
6;2;None;n;waiting;nothing
7;2;None;e;waiting;nothing
8;2;None;n;waiting;nothing
9;2;None;w;waiting;nothing
10;2;None;e;waiting;nothing
11;2;None;s;waiting;nothing
12;2;None;w;waiting;nothing
13;2;None;e;waiting;nothing
14;2;(17, 13);n;moving;move_forward
15;2;None;w;waiting;nothing
16;2;None;w;waiting;nothing
17;2;None;w;waiting;nothing
18;2;None;w;waiting;nothing
19;2;None;w;waiting;nothing
0;3;None;w;waiting;nothing
1;3;None;e;waiting;nothing
2;3;None;n;waiting;nothing
3;3;None;e;waiting;nothing
4;3;None;e;waiting;nothing
5;3;None;n;waiting;nothing
6;3;None;n;waiting;nothing
7;3;None;e;waiting;nothing
8;3;None;n;waiting;nothing
9;3;None;w;waiting;nothing
10;3;None;e;waiting;nothing
11;3;None;s;waiting;nothing
12;3;None;w;waiting;nothing
13;3;None;e;waiting;nothing
14;3;(16, 13);n;moving;move_forward
15;3;None;w;waiting;nothing
16;3;None;w;waiting;nothing
17;3;None;w;waiting;nothing
18;3;None;w;waiting;nothing
19;3;None;w;waiting;nothing
0;4;None;w;waiting;nothing
1;4;None;e;waiting;nothing
2;4;None;n;waiting;nothing
3;4;None;e;waiting;nothing
4;4;None;e;waiting;nothing
5;4;None;n;waiting;nothing
6;4;None;n;waiting;nothing
7;4;None;e;waiting;nothing
8;4;None;n;waiting;nothing
9;4;None;w;waiting;nothing
10;4;None;e;waiting;nothing
11;4;None;s;waiting;nothing
12;4;None;w;waiting;nothing
13;4;None;e;waiting;nothing
14;4;(15, 13);n;moving;move_forward
15;4;None;w;waiting;nothing
16;4;None;w;waiting;nothing
17;4;None;w;waiting;nothing
18;4;None;w;waiting;nothing
19;4;None;w;ready to depart;move_forward
0;5;None;w;waiting;nothing
1;5;None;e;waiting;nothing
2;5;None;n;waiting;nothing
3;5;None;e;waiting;nothing
4;5;None;e;waiting;nothing
5;5;None;n;waiting;nothing
6;5;None;n;waiting;nothing
7;5;None;e;waiting;nothing
8;5;None;n;waiting;nothing
9;5;None;w;waiting;nothing
10;5;None;e;waiting;nothing
11;5;None;s;waiting;nothing
12;5;None;w;waiting;nothing
13;5;None;e;waiting;nothing
14;5;(14, 13);n;moving;move_forward
15;5;None;w;waiting;nothing
16;5;None;w;waiting;nothing
17;5;None;w;waiting;nothing
18;5;None;w;waiting;nothing
19;5;(7, 6);w;moving;move_forward
0;6;None;w;waiting;nothing
1;6;None;e;waiting;nothing
2;6;None;n;waiting;nothing
3;6;None;e;waiting;nothing
4;6;None;e;waiting;nothing
5;6;None;n;waiting;nothing
6;6;None;n;waiting;nothing
7;6;None;e;waiting;nothing
8;6;None;n;ready to depart;nothing
9;6;None;w;waiting;nothing
10;6;None;e;waiting;nothing
11;6;None;s;waiting;nothing
12;6;None;w;waiting;nothing
13;6;None;e;waiting;nothing
14;6;(13, 13);n;moving;move_right
15;6;None;w;waiting;nothing
16;6;None;w;ready to depart;move_forward
17;6;None;w;waiting;nothing
18;6;None;w;waiting;nothing
19;6;(7, 5);w;moving;move_forward
0;7;None;w;waiting;nothing
1;7;None;e;ready to depart;nothing
2;7;None;n;waiting;nothing
3;7;None;e;waiting;nothing
4;7;None;e;waiting;nothing
5;7;None;n;waiting;nothing
6;7;None;n;waiting;nothing
7;7;None;e;waiting;nothing
8;7;None;n;ready to depart;nothing
9;7;None;w;waiting;nothing
10;7;None;e;waiting;nothing
11;7;None;s;waiting;nothing
12;7;None;w;waiting;nothing
13;7;None;e;waiting;nothing
14;7;(13, 14);e;moving;move_left
15;7;None;w;waiting;nothing
16;7;(7, 6);w;moving;move_forward
17;7;None;w;ready to depart;move_forward
18;7;None;w;waiting;nothing
19;7;(7, 4);w;moving;move_forward
0;8;None;w;waiting;nothing
1;8;None;e;ready to depart;move_forward
2;8;None;n;waiting;nothing
3;8;None;e;waiting;nothing
4;8;None;e;waiting;nothing
5;8;None;n;waiting;nothing
6;8;None;n;waiting;nothing
7;8;None;e;waiting;nothing
8;8;None;n;ready to depart;nothing
9;8;None;w;waiting;nothing
10;8;None;e;waiting;nothing
11;8;None;s;waiting;nothing
12;8;None;w;waiting;nothing
13;8;None;e;waiting;nothing
14;8;(12, 14);n;moving;move_forward
15;8;None;w;waiting;nothing
16;8;(7, 5);w;moving;wait
17;8;(4, 16);w;moving;move_forward
18;8;None;w;waiting;nothing
19;8;(7, 3);w;moving;move_forward
0;9;None;w;waiting;nothing
1;9;(7, 6);e;moving;move_forward
2;9;None;n;waiting;nothing
3;9;None;e;waiting;nothing
4;9;None;e;waiting;nothing
5;9;None;n;waiting;nothing
6;9;None;n;waiting;nothing
7;9;None;e;waiting;nothing
8;9;None;n;ready to depart;nothing
9;9;None;w;waiting;nothing
10;9;None;e;waiting;nothing
11;9;None;s;waiting;nothing
12;9;None;w;waiting;nothing
13;9;None;e;waiting;nothing
14;9;(11, 14);n;moving;move_forward
15;9;None;w;waiting;nothing
16;9;(7, 5);w;stopped;wait
17;9;(4, 15);w;moving;move_forward
18;9;None;w;waiting;nothing
19;9;(7, 2);w;moving;move_left
0;10;None;w;waiting;nothing
1;10;(7, 7);e;moving;move_right
2;10;None;n;waiting;nothing
3;10;None;e;waiting;nothing
4;10;None;e;waiting;nothing
5;10;None;n;waiting;nothing
6;10;None;n;waiting;nothing
7;10;None;e;waiting;nothing
8;10;None;n;ready to depart;nothing
9;10;None;w;ready to depart;nothing
