agent;timestep;action;position;direction;status
0;0;wait;None;1;0
0;1;wait;None;1;0
0;2;wait;None;1;0
0;3;wait;None;1;1
0;3;wait;None;1;1
0;4;move_forward;None;1;1
0;5;move_right;(6, 6);1;3
0;6;move_forward;(6, 7);1;3
0;7;move_forward;(6, 8);1;3
0;8;move_forward;(6, 9);1;3
0;9;move_forward;(6, 10);1;3
0;10;move_forward;(6, 11);1;3
0;11;move_forward;(6, 12);1;3
0;12;move_forward;(6, 13);1;3
0;13;move_forward;(6, 14);1;3
0;14;move_forward;(6, 15);1;3
0;15;move_forward;(6, 16);1;3
0;16;move_forward;(6, 17);1;3
0;17;move_forward;(6, 18);1;3
0;18;move_forward;(6, 19);1;3
0;19;move_forward;(6, 20);1;3
0;20;move_forward;(6, 21);1;3
0;21;move_forward;(6, 22);1;3
0;22;move_forward;(6, 23);1;3
0;23;move_forward;(6, 24);1;3
0;24;move_forward;(6, 25);1;3
0;25;move_forward;(6, 26);1;3
0;26;move_forward;(6, 27);1;3
0;27;move_forward;(6, 28);1;3
0;28;move_forward;(6, 29);1;3
0;29;move_forward;(7, 29);2;3
0;30;move_forward;(8, 29);2;3
0;31;move_forward;(9, 29);2;3
0;32;move_forward;(10, 29);2;3
0;33;move_forward;(11, 29);2;3
0;34;move_forward;(12, 29);2;3
0;35;move_forward;(13, 29);2;3
0;36;move_forward;(14, 29);2;3
0;37;move_forward;(15, 29);2;3
0;38;move_forward;(16, 29);2;3
0;39;move_forward;(17, 29);2;3
0;40;move_forward;(18, 29);2;3
0;41;move_forward;(19, 29);2;3
0;42;move_forward;(20, 29);2;3
0;43;move_forward;(21, 29);2;3
0;44;move_forward;(22, 29);2;3
0;45;move_forward;(23, 29);2;3
0;46;move_forward;(24, 29);2;3
0;47;move_forward;(25, 29);2;3
0;48;move_forward;(25, 28);3;3
0;49;move_forward;(25, 27);3;3
0;50;move_forward;(25, 26);3;3
0;51;move_left;(25, 25);3;3
0;52;move_forward;(26, 25);2;3
0;53;move_forward;(26, 24);3;6
1;0;wait;None;3;0
1;1;wait;None;3;0
1;2;wait;None;3;1
1;2;wait;None;3;1
1;3;move_forward;None;3;1
1;4;move_forward;(25, 24);3;3
1;5;move_forward;(25, 23);3;3
1;6;move_forward;(25, 22);3;3
1;7;move_forward;(25, 21);3;3
1;8;move_forward;(25, 20);3;3
1;9;move_forward;(25, 19);3;3
1;10;move_forward;(25, 18);3;3
1;11;move_forward;(25, 17);3;3
1;12;move_forward;(25, 16);3;3
1;13;move_forward;(25, 15);3;3
1;14;move_forward;(25, 14);3;3
1;15;move_forward;(25, 13);3;3
1;16;move_forward;(25, 12);3;3
1;17;move_forward;(25, 11);3;3
1;18;move_forward;(24, 11);0;3
1;19;move_forward;(24, 10);3;3
1;20;move_forward;(24, 9);3;3
1;21;move_forward;(24, 8);3;3
1;22;move_forward;(24, 7);3;3
1;23;move_left;(24, 6);3;3
1;24;move_forward;(24, 5);3;3
1;25;move_forward;(24, 4);3;3
1;26;move_forward;(24, 3);3;3
1;27;move_forward;(24, 2);3;3
1;28;move_forward;(24, 1);3;3
1;29;move_forward;(23, 1);0;3
1;30;move_forward;(22, 1);0;3
1;31;move_forward;(21, 1);0;3
1;32;move_forward;(20, 1);0;3
1;33;move_forward;(19, 1);0;3
1;34;move_forward;(18, 1);0;3
1;35;move_forward;(17, 1);0;3
1;36;move_forward;(16, 1);0;3
1;37;move_forward;(15, 1);0;3
1;38;move_forward;(14, 1);0;3
1;39;move_forward;(13, 1);0;3
1;40;move_forward;(12, 1);0;3
1;41;move_forward;(11, 1);0;3
1;42;move_forward;(10, 1);0;3
1;43;move_forward;(9, 1);0;3
1;44;move_forward;(8, 1);0;3
1;45;move_forward;(7, 1);0;3
1;46;move_forward;(6, 1);0;3
1;47;move_forward;(6, 2);1;3
1;48;move_right;(6, 3);1;3
1;49;move_forward;(7, 3);2;3
1;50;move_forward;(7, 4);1;3
1;51;move_forward;(7, 5);1;3
1;52;move_forward;(7, 6);1;6
