agent;timestep;action;position;direction;status
0;0;wait;None;3;waiting
0;1;move_forward;None;3;ready to depart
0;2;move_forward;(16, 47);3;moving
0;3;move_forward;(16, 46);3;moving
0;4;move_forward;(16, 45);3;moving
0;5;move_forward;(16, 44);3;moving
0;6;move_forward;(16, 43);3;moving
0;7;move_forward;(16, 42);3;moving
0;8;move_forward;(16, 41);3;moving
0;9;move_forward;(16, 40);3;moving
0;10;move_forward;(16, 39);3;moving
0;11;move_forward;(16, 38);3;moving
0;12;move_forward;(17, 38);2;moving
0;13;move_forward;(18, 38);2;moving
0;14;move_forward;(19, 38);2;moving
0;15;move_forward;(20, 38);2;moving
0;16;move_forward;(21, 38);2;moving
0;17;move_forward;(22, 38);2;moving
0;18;move_forward;(22, 37);3;moving
0;19;move_forward;(22, 36);3;moving
0;20;move_forward;(22, 35);3;moving
0;21;move_forward;(22, 34);3;moving
0;22;move_forward;(22, 33);3;moving
0;23;move_forward;(22, 32);3;moving
0;24;move_forward;(22, 31);3;moving
0;25;move_forward;(22, 30);3;moving
0;26;move_forward;(22, 29);3;moving
0;27;move_forward;(22, 28);3;moving
0;28;move_forward;(22, 27);3;moving
0;29;move_forward;(23, 27);2;moving
0;30;move_forward;(24, 27);2;moving
0;31;move_forward;(25, 27);2;moving
0;32;move_forward;(25, 26);3;moving
0;33;move_forward;(25, 25);3;moving
0;34;move_forward;(25, 24);3;moving
0;35;move_left;(25, 23);3;moving
0;36;move_forward;(26, 23);2;moving
0;37;move_forward;None;3;done
1;0;wait;None;3;waiting
1;1;wait;None;3;waiting
1;2;wait;None;3;waiting
1;3;wait;None;3;waiting
1;4;move_forward;None;3;ready to depart
1;5;move_forward;(23, 22);3;moving
1;6;move_forward;(23, 21);3;moving
1;7;move_forward;(24, 21);2;moving
1;8;move_forward;(24, 20);3;moving
1;9;move_forward;(24, 19);3;moving
1;10;move_forward;(24, 18);3;moving
1;11;move_forward;(24, 17);3;moving
1;12;move_forward;(23, 17);0;moving
1;13;move_forward;(22, 17);0;moving
1;14;move_forward;(21, 17);0;moving
1;15;move_forward;(20, 17);0;moving
1;16;move_right;(19, 17);0;moving
1;17;move_forward;(19, 18);1;moving
1;18;move_forward;(19, 19);1;moving
1;19;move_forward;(19, 20);1;moving
1;20;move_forward;(19, 21);1;moving
1;21;move_forward;(19, 22);1;moving
1;22;move_forward;(19, 23);1;moving
1;23;move_forward;(19, 24);1;moving
1;24;move_forward;(19, 25);1;moving
1;25;move_forward;(19, 26);1;moving
1;26;move_forward;(19, 27);1;moving
1;27;move_forward;(19, 28);1;moving
