agent;timestep;action;position;direction;status
0;0;move_forward;None;1;waiting
0;1;move_forward;None;1;ready to depart
0;2;move_forward;(24, 6);1;moving
0;3;move_forward;(24, 7);1;moving
0;4;move_forward;(24, 8);1;moving
0;5;move_forward;(24, 9);1;moving
0;6;move_forward;(24, 10);1;moving
0;7;move_forward;(24, 11);1;moving
0;8;move_forward;(24, 12);1;moving
0;9;move_forward;(24, 13);1;moving
0;10;move_forward;(24, 14);1;moving
0;11;move_forward;(24, 15);1;moving
0;12;move_forward;(24, 16);1;moving
0;13;move_forward;(24, 17);1;moving
0;14;move_forward;(24, 18);1;moving
0;15;move_forward;(24, 19);1;moving
0;16;move_forward;(24, 20);1;moving
0;17;move_forward;(24, 21);1;moving
0;18;move_forward;(24, 22);1;moving
0;19;move_forward;(24, 23);1;moving
0;20;move_forward;(24, 24);1;moving
0;21;move_right;(24, 25);1;moving
0;22;move_forward;(24, 26);1;moving
0;23;move_forward;(24, 27);1;moving
0;24;move_forward;(24, 28);1;moving
0;25;move_forward;(24, 29);1;moving
0;26;move_forward;(23, 29);0;moving
0;27;move_forward;(22, 29);0;moving
0;28;move_forward;(21, 29);0;moving
0;29;move_forward;(20, 29);0;moving
0;30;move_forward;(19, 29);0;moving
0;31;move_forward;(19, 28);3;moving
0;32;move_forward;(19, 27);3;moving
0;33;move_forward;(19, 26);3;moving
0;34;move_forward;(19, 25);3;moving
0;35;move_forward;(19, 24);3;moving
0;36;move_forward;(18, 24);0;moving
0;37;move_forward;(17, 24);0;moving
0;38;move_forward;(16, 24);0;moving
0;39;move_forward;(15, 24);0;moving
0;40;move_forward;(14, 24);0;moving
0;41;move_forward;(13, 24);0;moving
0;42;move_forward;(12, 24);0;moving
0;43;move_forward;(11, 24);0;moving
0;44;move_forward;(10, 24);0;moving
0;45;move_forward;(9, 24);0;moving
0;46;move_forward;(8, 24);0;moving
0;47;move_forward;(7, 24);0;moving
0;48;move_forward;None;0;done
0;49;move_forward;None;0;done
1;0;wait;None;2;waiting
1;1;move_forward;None;2;ready to depart
1;2;move_forward;(6, 23);2;moving
1;3;move_forward;(7, 23);2;moving
1;4;move_forward;(7, 24);1;moving
1;5;move_forward;(8, 24);2;moving
1;6;move_forward;(9, 24);2;moving
1;7;move_forward;(10, 24);2;moving
1;8;move_right;(11, 24);2;moving
1;9;move_forward;(11, 23);3;moving
1;10;move_forward;(11, 22);3;moving
1;11;move_forward;(11, 21);3;moving
1;12;move_forward;(11, 20);3;moving
1;13;move_forward;(11, 19);3;moving
1;14;move_forward;(10, 19);0;moving
1;15;move_forward;(9, 19);0;moving
1;16;move_forward;(8, 19);0;moving
1;17;move_forward;(7, 19);0;moving
1;18;move_forward;(7, 18);3;moving
1;19;move_forward;(7, 17);3;moving
1;20;move_forward;(7, 16);3;moving
1;21;move_forward;(7, 15);3;moving
1;22;move_forward;(7, 14);3;moving
1;23;move_forward;(7, 13);3;moving
1;24;move_forward;(7, 12);3;moving
1;25;move_forward;(7, 11);3;moving
1;26;move_forward;(7, 10);3;moving
1;27;move_forward;(7, 9);3;moving
1;28;move_forward;(7, 8);3;moving
1;29;move_forward;(7, 7);3;moving
1;30;move_forward;(7, 6);3;moving
1;31;move_forward;(7, 5);3;moving
1;32;move_forward;(7, 4);3;moving
1;33;move_forward;(7, 3);3;moving
1;34;move_forward;(7, 2);3;moving
1;35;move_forward;(7, 1);3;moving
1;36;move_forward;(8, 1);2;moving
1;37;move_forward;(9, 1);2;moving
1;38;move_forward;(10, 1);2;moving
1;39;move_forward;(11, 1);2;moving
1;40;move_forward;(12, 1);2;moving
1;41;move_forward;(13, 1);2;moving
1;42;move_forward;(14, 1);2;moving
1;43;move_forward;(15, 1);2;moving
1;44;move_forward;(16, 1);2;moving
1;45;move_forward;(17, 1);2;moving
1;46;move_forward;(18, 1);2;moving
1;47;move_forward;(19, 1);2;moving
1;48;move_forward;(20, 1);2;moving
1;49;move_forward;(21, 1);2;moving
1;50;move_forward;(22, 1);2;moving
1;51;move_forward;(23, 1);2;moving
1;52;move_forward;(24, 1);2;moving
1;53;move_forward;(25, 1);2;moving
1;54;move_forward;(25, 2);1;moving
1;55;move_forward;(25, 3);1;moving
1;56;move_forward;(25, 4);1;moving
1;57;move_forward;(25, 5);1;moving
1;58;move_forward;None;1;done
