agent;timestep;position;direction;status;given_command
0;0;None;s;waiting;nothing
1;0;None;w;waiting;nothing
2;0;None;s;waiting;nothing
3;0;None;n;waiting;nothing
4;0;None;s;waiting;nothing
5;0;None;w;waiting;nothing
6;0;None;e;waiting;nothing
7;0;None;s;waiting;nothing
8;0;None;s;waiting;nothing
9;0;None;s;waiting;nothing
10;0;None;n;waiting;nothing
11;0;None;s;waiting;nothing
12;0;None;s;waiting;nothing
13;0;None;e;waiting;nothing
14;0;None;n;waiting;nothing
15;0;None;s;waiting;nothing
16;0;None;s;waiting;nothing
17;0;None;e;waiting;nothing
18;0;None;n;waiting;nothing
19;0;None;s;waiting;nothing
0;1;None;s;waiting;nothing
1;1;None;w;waiting;nothing
2;1;None;s;waiting;nothing
3;1;None;n;waiting;nothing
4;1;None;s;waiting;nothing
5;1;None;w;waiting;nothing
6;1;None;e;waiting;nothing
7;1;None;s;waiting;nothing
8;1;None;s;waiting;nothing
9;1;None;s;waiting;nothing
10;1;None;n;waiting;nothing
11;1;None;s;waiting;nothing
12;1;None;s;waiting;nothing
13;1;None;e;ready to depart;nothing
14;1;None;n;waiting;nothing
15;1;None;s;waiting;nothing
16;1;None;s;waiting;nothing
17;1;None;e;waiting;nothing
18;1;None;n;waiting;nothing
19;1;None;s;waiting;nothing
0;2;None;s;waiting;nothing
1;2;None;w;waiting;nothing
2;2;None;s;waiting;nothing
3;2;None;n;waiting;nothing
4;2;None;s;waiting;nothing
5;2;None;w;waiting;nothing
6;2;None;e;ready to depart;nothing
7;2;None;s;waiting;nothing
8;2;None;s;waiting;nothing
9;2;None;s;waiting;nothing
10;2;None;n;waiting;nothing
11;2;None;s;waiting;nothing
12;2;None;s;waiting;nothing
13;2;None;e;ready to depart;nothing
14;2;None;n;waiting;nothing
15;2;None;s;waiting;nothing
16;2;None;s;ready to depart;nothing
17;2;None;e;waiting;nothing
18;2;None;n;waiting;nothing
19;2;None;s;waiting;nothing
0;3;None;s;waiting;nothing
1;3;None;w;waiting;nothing
2;3;None;s;waiting;nothing
3;3;None;n;waiting;nothing
4;3;None;s;waiting;nothing
5;3;None;w;waiting;nothing
6;3;None;e;ready to depart;nothing
7;3;None;s;waiting;nothing
8;3;None;s;waiting;nothing
9;3;None;s;waiting;nothing
10;3;None;n;ready to depart;move_forward
11;3;None;s;waiting;nothing
12;3;None;s;waiting;nothing
13;3;None;e;ready to depart;nothing
14;3;None;n;waiting;nothing
15;3;None;s;waiting;nothing
16;3;None;s;ready to depart;nothing
17;3;None;e;ready to depart;nothing
18;3;None;n;waiting;nothing
19;3;None;s;waiting;nothing
0;4;None;s;waiting;nothing
1;4;None;w;waiting;nothing
2;4;None;s;waiting;nothing
3;4;None;n;waiting;nothing
4;4;None;s;waiting;nothing
5;4;None;w;waiting;nothing
6;4;None;e;ready to depart;move_forward
7;4;None;s;waiting;nothing
8;4;None;s;waiting;nothing
9;4;None;s;ready to depart;nothing
10;4;(5, 4);n;moving;wait
11;4;None;s;waiting;nothing
12;4;None;s;waiting;nothing
13;4;None;e;ready to depart;nothing
14;4;None;n;waiting;nothing
15;4;None;s;waiting;nothing
16;4;None;s;ready to depart;nothing
17;4;None;e;malfunction (off map);nothing
18;4;None;n;waiting;nothing
19;4;None;s;waiting;nothing
0;5;None;s;waiting;nothing
1;5;None;w;waiting;nothing
2;5;None;s;ready to depart;move_forward
3;5;None;n;waiting;nothing
4;5;None;s;waiting;nothing
5;5;None;w;waiting;nothing
6;5;(12, 14);e;moving;move_forward
7;5;None;s;waiting;nothing
8;5;None;s;waiting;nothing
9;5;None;s;ready to depart;nothing
10;5;(5, 4);n;stopped;wait
11;5;None;s;waiting;nothing
12;5;None;s;waiting;nothing
13;5;None;e;ready to depart;nothing
14;5;None;n;waiting;nothing
15;5;None;s;waiting;nothing
16;5;None;s;ready to depart;nothing
17;5;None;e;malfunction (off map);nothing
18;5;None;n;waiting;nothing
19;5;None;s;waiting;nothing
0;6;None;s;waiting;nothing
1;6;None;w;waiting;nothing
2;6;(15, 4);s;moving;move_forward
3;6;None;n;waiting;nothing
4;6;None;s;waiting;nothing
