agent;timestep;position;direction;status;given_command
0;0;None;n;waiting;nothing
1;0;None;e;waiting;nothing
2;0;None;n;waiting;nothing
3;0;None;w;waiting;nothing
4;0;None;w;waiting;nothing
5;0;None;n;waiting;nothing
6;0;None;n;waiting;nothing
7;0;None;e;waiting;nothing
8;0;None;w;waiting;nothing
9;0;None;w;waiting;nothing
10;0;None;w;waiting;nothing
11;0;None;n;waiting;nothing
12;0;None;w;waiting;nothing
13;0;None;s;waiting;nothing
14;0;None;s;waiting;nothing
15;0;None;w;waiting;nothing
16;0;None;s;waiting;nothing
17;0;None;w;waiting;nothing
18;0;None;n;waiting;nothing
19;0;None;w;waiting;nothing
0;1;None;n;ready to depart;move_forward
1;1;None;e;waiting;nothing
2;1;None;n;waiting;nothing
3;1;None;w;waiting;nothing
4;1;None;w;waiting;nothing
5;1;None;n;waiting;nothing
6;1;None;n;waiting;nothing
7;1;None;e;waiting;nothing
8;1;None;w;waiting;nothing
9;1;None;w;waiting;nothing
10;1;None;w;waiting;nothing
11;1;None;n;waiting;nothing
12;1;None;w;waiting;nothing
13;1;None;s;waiting;nothing
14;1;None;s;waiting;nothing
15;1;None;w;ready to depart;move_forward
16;1;None;s;waiting;nothing
17;1;None;w;waiting;nothing
18;1;None;n;waiting;nothing
19;1;None;w;waiting;nothing
0;2;(19, 12);n;moving;move_forward
1;2;None;e;waiting;nothing
2;2;None;n;waiting;nothing
3;2;None;w;waiting;nothing
4;2;None;w;waiting;nothing
5;2;None;n;waiting;nothing
6;2;None;n;waiting;nothing
7;2;None;e;waiting;nothing
8;2;None;w;waiting;nothing
9;2;None;w;waiting;nothing
10;2;None;w;waiting;nothing
11;2;None;n;waiting;nothing
12;2;None;w;waiting;nothing
13;2;None;s;waiting;nothing
14;2;None;s;waiting;nothing
15;2;(9, 16);w;moving;move_forward
16;2;None;s;waiting;nothing
17;2;None;w;waiting;nothing
18;2;None;n;waiting;nothing
19;2;None;w;waiting;nothing
0;3;(18, 12);n;moving;move_forward
1;3;None;e;waiting;nothing
2;3;None;n;ready to depart;nothing
3;3;None;w;waiting;nothing
4;3;None;w;waiting;nothing
5;3;None;n;waiting;nothing
6;3;None;n;waiting;nothing
7;3;None;e;waiting;nothing
8;3;None;w;waiting;nothing
9;3;None;w;ready to depart;move_forward
10;3;None;w;waiting;nothing
11;3;None;n;waiting;nothing
12;3;None;w;waiting;nothing
13;3;None;s;waiting;nothing
14;3;None;s;waiting;nothing
15;3;(9, 15);w;moving;move_forward
16;3;None;s;waiting;nothing
17;3;None;w;waiting;nothing
18;3;None;n;waiting;nothing
19;3;None;w;waiting;nothing
0;4;(17, 12);n;moving;move_forward
1;4;None;e;waiting;nothing
2;4;None;n;ready to depart;nothing
3;4;None;w;waiting;nothing
4;4;None;w;waiting;nothing
5;4;None;n;waiting;nothing
6;4;None;n;waiting;nothing
7;4;None;e;waiting;nothing
8;4;None;w;waiting;nothing
9;4;(7, 5);w;moving;move_forward
10;4;None;w;waiting;nothing
11;4;None;n;waiting;nothing
12;4;None;w;waiting;nothing
13;4;None;s;waiting;nothing
14;4;None;s;waiting;nothing
15;4;(9, 14);w;moving;move_forward
16;4;None;s;waiting;nothing
17;4;None;w;waiting;nothing
18;4;None;n;waiting;nothing
19;4;None;w;waiting;nothing
0;5;(16, 12);n;moving;move_forward
1;5;None;e;ready to depart;move_forward
2;5;None;n;ready to depart;nothing
3;5;None;w;waiting;nothing
4;5;None;w;waiting;nothing
5;5;None;n;waiting;nothing
6;5;None;n;waiting;nothing
7;5;None;e;waiting;nothing
8;5;None;w;waiting;nothing
9;5;(7, 4);w;moving;move_forward
10;5;None;w;waiting;nothing
11;5;None;n;waiting;nothing
12;5;None;w;waiting;nothing
13;5;None;s;waiting;nothing
14;5;None;s;waiting;nothing
15;5;(9, 13);w;moving;move_forward
16;5;None;s;waiting;nothing
17;5;None;w;waiting;nothing
18;5;None;n;waiting;nothing
19;5;None;w;waiting;nothing
0;6;(15, 12);n;moving;move_forward
1;6;(7, 5);e;moving;move_forward
2;6;None;n;ready to depart;nothing
3;6;None;w;waiting;nothing
4;6;None;w;waiting;nothing
5;6;None;n;waiting;nothing
6;6;None;n;waiting;nothing
7;6;None;e;waiting;nothing
8;6;None;w;waiting;nothing
9;6;(7, 3);w;moving;move_forward
10;6;None;w;waiting;nothing
11;6;None;n;waiting;nothing
12;6;None;w;waiting;nothing
13;6;None;s;waiting;nothing
14;6;None;s;waiting;nothing
15;6;(9, 12);w;moving;move_forward
16;6;None;s;waiting;nothing
17;6;None;w;waiting;nothing
18;6;None;n;waiting;nothing
19;6;None;w;waiting;nothing
0;7;(14, 12);n;moving;move_forward
1;7;(7, 6);e;moving;move_forward
2;7;None;n;ready to depart;move_forward
3;7;None;w;ready to depart;nothing
4;7;None;w;waiting;nothing
5;7;None;n;waiting;nothing
6;7;None;n;waiting;nothing
7;7;None;e;waiting;nothing
8;7;None;w;waiting;nothing
9;7;(7, 2);w;moving;move_forward
10;7;None;w;waiting;nothing
11;7;None;n;waiting;nothing
12;7;None;w;waiting;nothing
13;7;None;s;waiting;nothing
14;7;None;s;ready to depart;nothing
15;7;(9, 11);w;moving;move_left
16;7;None;s;waiting;nothing
17;7;None;w;waiting;nothing
18;7;None;n;waiting;nothing
19;7;None;w;waiting;nothing
0;8;(13, 12);n;moving;move_forward
1;8;(7, 7);e;moving;move_forward
2;8;(19, 12);n;moving;move_forward
3;8;None;w;ready to depart;nothing
4;8;None;w;waiting;nothing
5;8;None;n;waiting;nothing
6;8;None;n;waiting;nothing
7;8;None;e;waiting;nothing
8;8;None;w;waiting;nothing
9;8;(7, 1);w;moving;move_left
10;8;None;w;waiting;nothing
11;8;None;n;waiting;nothing
12;8;None;w;waiting;nothing
13;8;None;s;waiting;nothing
14;8;None;s;ready to depart;nothing
15;8;(10, 11);s;moving;move_forward
16;8;None;s;waiting;nothing
17;8;None;w;waiting;nothing
18;8;None;n;waiting;nothing
19;8;None;w;waiting;nothing
0;9;(12, 12);n;moving;move_forward
1;9;(7, 8);e;moving;move_forward
2;9;(18, 12);n;moving;move_forward
3;9;None;w;ready to depart;nothing
4;9;None;w;waiting;nothing
5;9;None;n;waiting;nothing
6;9;None;n;waiting;nothing
7;9;None;e;waiting;nothing
8;9;None;w;waiting;nothing
9;9;(8, 1);s;moving;move_forward
10;9;None;w;waiting;nothing
11;9;None;n;waiting;nothing
12;9;None;w;waiting;nothing
13;9;None;s;waiting;nothing
14;9;None;s;ready to depart;nothing
15;9;(11, 11);s;moving;move_forward
16;9;None;s;waiting;nothing
17;9;None;w;waiting;nothing
18;9;None;n;waiting;nothing
19;9;None;w;waiting;nothing
0;10;(11, 12);n;moving;move_forward
1;10;(7, 9);e;moving;move_forward
2;10;(17, 12);n;moving;move_forward
3;10;None;w;ready to depart;nothing
4;10;None;w;waiting;nothing
5;10;None;n;waiting;nothing
6;10;None;n;waiting;nothing
7;10;None;e;waiting;nothing
8;10;None;w;waiting;nothing
9;10;(9, 1);s;moving;move_forward
10;10;None;w;waiting;nothing
11;10;None;n;waiting;nothing
12;10;None;w;waiting;nothing
13;10;None;s;waiting;nothing
14;10;None;s;ready to depart;nothing
15;10;(12, 11);s;moving;move_forward
16;10;None;s;waiting;nothing
17;10;None;w;waiting;nothing
18;10;None;n;ready to depart;move_forward
19;10;None;w;waiting;nothing
0;11;(10, 12);n;moving;move_forward
1;11;(7, 10);e;moving;move_forward
2;11;(16, 12);n;moving;move_forward
3;11;None;w;ready to depart;nothing
4;11;None;w;waiting;nothing
5;11;None;n;waiting;nothing
6;11;None;n;waiting;nothing
7;11;None;e;waiting;nothing
8;11;None;w;waiting;nothing
9;11;(10, 1);s;moving;move_forward
10;11;None;w;waiting;nothing
11;11;None;n;waiting;nothing
12;11;None;w;waiting;nothing
13;11;None;s;waiting;nothing
14;11;None;s;ready to depart;nothing
15;11;(13, 11);s;moving;move_forward
16;11;None;s;waiting;nothing
17;11;None;w;waiting;nothing
18;11;(19, 12);n;moving;move_forward
19;11;None;w;waiting;nothing
0;12;(9, 12);n;moving;move_forward
1;12;(7, 11);e;moving;move_forward
2;12;(15, 12);n;moving;move_right
3;12;None;w;ready to depart;nothing
4;12;None;w;waiting;nothing
5;12;None;n;waiting;nothing
6;12;None;n;waiting;nothing
7;12;None;e;waiting;nothing
8;12;None;w;waiting;nothing
9;12;(11, 1);s;moving;move_left
10;12;None;w;waiting;nothing
11;12;None;n;waiting;nothing
12;12;None;w;waiting;nothing
13;12;None;s;waiting;nothing
14;12;None;s;ready to depart;nothing
15;12;(14, 11);s;moving;move_forward
16;12;None;s;waiting;nothing
17;12;None;w;waiting;nothing
18;12;(18, 12);n;moving;move_forward
19;12;None;w;waiting;nothing
0;13;(8, 12);n;moving;move_left
1;13;(7, 12);e;moving;move_right
2;13;(15, 13);e;moving;move_left
3;13;None;w;ready to depart;nothing
4;13;None;w;waiting;nothing
5;13;None;n;waiting;nothing
6;13;None;n;waiting;nothing
7;13;None;e;waiting;nothing
8;13;None;w;waiting;nothing
9;13;(11, 2);e;moving;move_forward
10;13;None;w;waiting;nothing
11;13;None;n;waiting;nothing
12;13;None;w;waiting;nothing
