agent;timestep;position;direction;status;given_command
0;0;None;n;waiting;wait
0;1;None;n;ready to depart;move_forward
0;2;(24, 6);n;moving;move_forward
0;3;(23, 6);n;moving;move_forward
0;4;(22, 6);n;moving;move_forward
0;5;(21, 6);n;moving;move_forward
0;6;(20, 6);n;moving;move_forward
0;7;(19, 6);n;moving;move_forward
0;8;(18, 6);n;moving;move_forward
0;9;(17, 6);n;moving;move_forward
0;10;(16, 6);n;moving;move_forward
0;11;(15, 6);n;moving;move_forward
0;12;(14, 6);n;moving;move_forward
0;13;(13, 6);n;moving;move_forward
0;14;(12, 6);n;moving;move_forward
0;15;(11, 6);n;moving;move_forward
0;16;(10, 6);n;moving;move_forward
0;17;(9, 6);n;moving;move_right
0;18;(9, 7);e;moving;move_forward
0;19;(8, 7);n;moving;move_forward
0;20;(7, 7);n;moving;move_forward
