1;-1;move_forward;None
1;0;move_forward;None
1;1;move_forward;None
1;2;move_forward;None
1;3;move_forward;None
1;4;move_forward;None
1;5;move_forward;(6, 5)
1;6;move_left;(7, 5)
1;7;move_forward;(7, 6)
1;8;move_forward;(8, 6)
1;9;move_forward;(9, 6)
1;10;move_forward;(10, 6)
1;11;move_forward;(11, 6)
1;12;move_forward;(12, 6)
1;13;move_forward;(13, 6)
1;14;move_forward;(14, 6)
1;15;move_forward;(15, 6)
1;16;move_forward;(16, 6)
1;17;move_forward;(16, 6)
1;18;move_forward;(16, 6)
1;19;move_forward;(16, 6)
1;20;move_forward;(16, 6)
1;21;move_forward;(16, 6)
1;22;move_forward;(16, 6)
1;23;move_forward;(16, 6)
1;24;move_forward;(16, 6)
1;25;move_forward;(16, 6)
1;26;move_forward;(16, 6)
1;27;move_forward;(16, 6)
1;28;move_forward;(16, 6)
1;29;move_forward;(16, 6)
1;30;move_forward;(16, 6)
1;31;move_forward;(16, 6)
1;32;move_forward;(16, 6)
1;33;move_forward;(16, 6)
1;34;move_forward;(16, 6)
1;35;move_forward;(16, 6)
1;36;move_right;(16, 6)
1;37;move_forward;(16, 6)
1;38;move_left;(16, 6)
1;39;move_forward;(16, 6)
1;40;move_left;(16, 6)
1;41;move_forward;(16, 6)
1;42;move_forward;(16, 6)
1;43;move_forward;(16, 6)
1;44;move_forward;(16, 6)
1;45;move_forward;(16, 6)
1;46;move_forward;(16, 6)
1;47;move_forward;(16, 6)
1;48;move_forward;(16, 6)
1;49;move_forward;(16, 6)
1;50;move_forward;(16, 6)
1;51;move_forward;(16, 6)
1;52;move_forward;(16, 6)
1;53;move_forward;(16, 6)
1;54;move_forward;(16, 6)
1;55;move_forward;(16, 6)
1;56;move_left;(16, 6)
1;57;move_forward;(16, 6)
1;58;move_forward;(16, 6)
1;59;move_forward;(16, 6)
1;60;move_forward;(16, 6)
1;61;move_forward;(16, 6)
1;62;move_forward;(16, 6)
1;63;move_forward;(16, 6)
1;64;move_forward;(16, 6)
1;65;move_forward;(16, 6)
1;66;move_forward;(16, 6)
1;67;move_forward;(16, 6)
1;68;move_forward;(16, 6)
1;69;move_forward;(16, 6)
1;70;move_forward;(16, 6)
1;71;move_forward;(16, 6)
1;72;move_forward;(16, 6)
1;73;move_forward;(16, 6)
1;74;move_forward;(16, 6)
1;75;move_forward;(16, 6)
1;76;move_forward;(16, 6)
1;77;move_forward;(16, 6)
1;78;move_forward;(16, 6)
1;79;move_forward;(16, 6)
1;80;move_forward;(16, 6)
1;81;move_forward;(16, 6)
1;82;move_forward;(16, 6)
1;83;move_forward;(16, 6)
1;84;move_forward;(16, 6)
1;85;move_forward;(16, 6)
1;86;move_forward;(16, 6)
1;87;move_forward;(16, 6)
1;88;move_forward;(16, 6)
1;89;move_forward;(16, 6)
1;90;move_forward;(16, 6)
1;91;move_forward;(16, 6)
1;92;move_forward;(16, 6)
1;93;move_forward;(16, 6)
1;94;move_forward;(16, 6)
1;95;move_forward;(16, 6)
1;96;move_left;(16, 6)
1;97;move_forward;(16, 6)
1;98;move_forward;(16, 6)
1;99;move_left;(16, 6)
1;100;move_forward;(16, 6)
2;3;move_forward;None
2;4;move_forward;None
2;5;move_forward;None
2;6;move_forward;None
2;7;move_forward;(24, 7)
2;8;move_forward;(23, 7)
2;9;move_forward;(22, 7)
2;10;move_forward;(21, 7)
2;11;move_forward;(21, 6)
2;12;move_forward;(20, 6)
2;13;move_forward;(19, 6)
2;14;move_forward;(18, 6)
2;15;move_forward;(17, 6)
2;16;move_forward;(17, 6)
2;17;move_forward;(17, 6)
2;18;move_forward;(17, 6)
2;19;move_forward;(17, 6)
2;20;move_forward;(17, 6)
2;21;move_forward;(17, 6)
2;22;move_forward;(17, 6)
