agent;timestep;position;direction;status;given_command
0;0;None;s;waiting;wait
1;0;None;s;waiting;wait
0;1;None;s;waiting;wait
1;1;None;s;waiting;wait
0;2;None;s;ready to depart;move_forward
1;2;None;s;waiting;wait
0;3;(31, 10);s;moving;move_forward
1;3;None;s;waiting;wait
0;4;(32, 10);s;moving;move_forward
1;4;None;s;waiting;wait
0;5;(33, 10);s;moving;move_left
1;5;None;s;waiting;wait
0;6;(33, 11);e;moving;move_forward
1;6;None;s;waiting;wait
0;7;(34, 11);s;moving;move_forward
1;7;None;s;waiting;wait
0;8;(35, 11);s;moving;move_forward
1;8;None;s;waiting;wait
0;9;(36, 11);s;moving;move_forward
1;9;None;s;waiting;wait
0;10;(36, 12);e;moving;move_forward
1;10;None;s;ready to depart;move_forward
0;11;(36, 13);e;moving;move_forward
1;11;(19, 10);s;moving;move_forward
0;12;(36, 14);e;moving;move_forward
1;12;(20, 10);s;moving;move_forward
0;13;(36, 15);e;moving;move_forward
1;13;(21, 10);s;moving;move_forward
0;14;(35, 15);n;moving;move_forward
1;14;(22, 10);s;moving;move_forward
0;15;(34, 15);n;moving;move_forward
1;15;(23, 10);s;moving;move_forward
0;16;(33, 15);n;moving;move_forward
1;16;(24, 10);s;moving;move_forward
0;17;(32, 15);n;moving;move_forward
1;17;(25, 10);s;moving;move_forward
0;18;(31, 15);n;moving;move_forward
1;18;(26, 10);s;moving;move_forward
0;19;(30, 15);n;moving;move_forward
1;19;(27, 10);s;moving;move_forward
0;20;(29, 15);n;moving;move_forward
1;20;(28, 10);s;moving;move_left
0;21;(28, 15);n;moving;move_forward
1;21;(28, 11);e;moving;move_forward
0;22;(27, 15);n;moving;move_forward
1;22;(29, 11);s;moving;move_forward
0;23;(26, 15);n;moving;move_forward
1;23;(30, 11);s;moving;move_forward
0;24;(26, 14);w;moving;move_forward
1;24;None;s;done;wait
0;25;(26, 13);w;moving;move_forward
0;26;(26, 12);w;moving;move_forward
0;27;(25, 12);n;moving;move_forward
0;28;(24, 12);n;moving;move_forward
0;29;(24, 11);w;moving;move_forward
0;30;(24, 10);w;moving;move_forward
0;31;(24, 9);w;moving;move_right
0;32;(23, 9);n;moving;move_forward
0;33;(22, 9);n;moving;move_forward
0;34;(21, 9);n;moving;move_forward
0;35;(20, 9);n;moving;move_forward
