agent;timestep;position;direction;status;given_command
0;0;None;n;waiting;nothing
1;0;None;e;waiting;nothing
2;0;None;s;waiting;nothing
3;0;None;n;waiting;nothing
4;0;None;e;waiting;nothing
5;0;None;s;waiting;nothing
0;1;None;n;waiting;nothing
1;1;None;e;waiting;nothing
2;1;None;s;waiting;nothing
3;1;None;n;waiting;nothing
4;1;None;e;waiting;nothing
5;1;None;s;waiting;nothing
0;2;None;n;waiting;nothing
1;2;None;e;waiting;nothing
2;2;None;s;waiting;nothing
3;2;None;n;waiting;nothing
4;2;None;e;waiting;nothing
5;2;None;s;waiting;nothing
0;3;None;n;waiting;nothing
1;3;None;e;waiting;nothing
2;3;None;s;waiting;nothing
3;3;None;n;waiting;nothing
4;3;None;e;waiting;nothing
5;3;None;s;waiting;nothing
0;4;None;n;waiting;nothing
1;4;None;e;waiting;nothing
2;4;None;s;waiting;nothing
3;4;None;n;waiting;nothing
4;4;None;e;waiting;nothing
5;4;None;s;waiting;nothing
0;5;None;n;waiting;nothing
1;5;None;e;waiting;nothing
2;5;None;s;waiting;nothing
3;5;None;n;waiting;nothing
4;5;None;e;waiting;nothing
5;5;None;s;waiting;nothing
0;6;None;n;waiting;nothing
1;6;None;e;waiting;nothing
2;6;None;s;waiting;nothing
3;6;None;n;waiting;nothing
4;6;None;e;waiting;nothing
5;6;None;s;waiting;nothing
0;7;None;n;waiting;nothing
1;7;None;e;waiting;nothing
2;7;None;s;waiting;nothing
3;7;None;n;waiting;nothing
4;7;None;e;waiting;nothing
5;7;None;s;waiting;nothing
0;8;None;n;waiting;nothing
1;8;None;e;waiting;nothing
2;8;None;s;malfunction (off map);nothing
3;8;None;n;waiting;nothing
4;8;None;e;ready to depart;move_forward
5;8;None;s;waiting;nothing
0;9;None;n;waiting;nothing
1;9;None;e;waiting;nothing
2;9;None;s;malfunction (off map);nothing
3;9;None;n;waiting;nothing
4;9;(29, 50);e;moving;move_forward
5;9;None;s;waiting;nothing
0;10;None;n;waiting;nothing
1;10;None;e;waiting;nothing
2;10;None;s;malfunction (off map);nothing
3;10;None;n;waiting;nothing
4;10;(29, 51);e;moving;move_forward
5;10;None;s;waiting;nothing
0;11;None;n;waiting;nothing
1;11;None;e;waiting;nothing
2;11;None;s;malfunction (off map);nothing
3;11;None;n;waiting;nothing
4;11;(29, 52);e;moving;move_forward
5;11;None;s;waiting;nothing
0;12;None;n;waiting;nothing
1;12;None;e;waiting;nothing
2;12;None;s;malfunction (off map);nothing
3;12;None;n;waiting;nothing
4;12;(29, 53);e;moving;move_forward
5;12;None;s;waiting;nothing
0;13;None;n;waiting;nothing
1;13;None;e;waiting;nothing
2;13;None;s;malfunction (off map);move_forward
3;13;None;n;waiting;nothing
4;13;(29, 54);e;moving;move_right
5;13;None;s;waiting;nothing
0;14;None;n;waiting;nothing
1;14;None;e;waiting;nothing
2;14;(24, 38);s;moving;move_forward
3;14;None;n;waiting;nothing
4;14;(30, 54);s;moving;move_forward
5;14;None;s;waiting;nothing
0;15;None;n;waiting;nothing
1;15;None;e;waiting;nothing
2;15;(24, 38);s;malfunction (on map);wait
3;15;None;n;waiting;nothing
4;15;(31, 54);s;moving;move_forward
5;15;None;s;waiting;nothing
0;16;None;n;waiting;nothing
1;16;None;e;waiting;nothing
2;16;(24, 38);s;malfunction (on map);wait
3;16;None;n;waiting;nothing
4;16;(32, 54);s;moving;move_forward
5;16;None;s;waiting;nothing
0;17;None;n;waiting;nothing
1;17;None;e;waiting;nothing
2;17;(24, 38);s;malfunction (on map);wait
3;17;None;n;waiting;nothing
4;17;(33, 54);s;moving;move_right
5;17;None;s;waiting;nothing
0;18;None;n;waiting;nothing
1;18;None;e;waiting;nothing
2;18;(24, 38);s;malfunction (on map);wait
3;18;None;n;waiting;nothing
4;18;(33, 53);w;moving;move_forward
5;18;None;s;waiting;nothing
0;19;None;n;waiting;nothing
1;19;None;e;waiting;nothing
2;19;(24, 38);s;malfunction (on map);wait
3;19;None;n;waiting;nothing
4;19;(33, 52);w;moving;move_forward
5;19;None;s;waiting;nothing
0;20;None;n;waiting;nothing
1;20;None;e;waiting;nothing
2;20;(24, 38);s;malfunction (on map);move_forward
3;20;None;n;waiting;nothing
4;20;(33, 51);w;moving;move_forward
5;20;None;s;waiting;nothing
0;21;None;n;waiting;nothing
1;21;None;e;waiting;nothing
2;21;(25, 38);s;moving;move_forward
3;21;None;n;waiting;nothing
4;21;(33, 50);w;moving;move_forward
5;21;None;s;ready to depart;move_forward
0;22;None;n;waiting;nothing
1;22;None;e;waiting;nothing
2;22;(26, 38);s;moving;move_forward
3;22;None;n;waiting;nothing
4;22;(33, 49);w;moving;move_forward
5;22;(53, 41);s;moving;move_forward
0;23;None;n;waiting;nothing
1;23;None;e;waiting;nothing
2;23;(27, 38);s;moving;move_forward
3;23;None;n;waiting;nothing
4;23;(33, 49);w;malfunction (on map);wait
5;23;(54, 41);s;moving;move_forward
0;24;None;n;waiting;nothing
1;24;None;e;waiting;nothing
2;24;(28, 38);s;moving;move_right
3;24;None;n;waiting;nothing
4;24;(33, 49);w;malfunction (on map);wait
5;24;(55, 41);s;moving;move_forward
0;25;None;n;waiting;nothing
1;25;None;e;waiting;nothing
2;25;(28, 37);w;moving;move_left
3;25;None;n;waiting;nothing
4;25;(33, 49);w;malfunction (on map);wait
5;25;(56, 41);s;moving;move_forward
0;26;None;n;waiting;nothing
1;26;None;e;waiting;nothing
2;26;(29, 37);s;moving;move_forward
3;26;None;n;waiting;nothing
4;26;(33, 49);w;malfunction (on map);move_forward
5;26;(57, 41);s;moving;move_right
0;27;None;n;waiting;nothing
1;27;None;e;waiting;nothing
2;27;(30, 37);s;moving;move_forward
3;27;None;n;waiting;nothing
4;27;(33, 48);w;moving;move_forward
5;27;(57, 40);w;moving;move_forward
0;28;None;n;waiting;nothing
1;28;None;e;waiting;nothing
2;28;(31, 37);s;moving;move_forward
3;28;None;n;waiting;nothing
4;28;(33, 47);w;moving;move_forward
5;28;(57, 39);w;moving;move_forward
0;29;None;n;waiting;nothing
1;29;None;e;waiting;nothing
2;29;(32, 37);s;moving;move_forward
3;29;None;n;waiting;nothing
4;29;(33, 46);w;moving;move_forward
5;29;(57, 38);w;moving;move_forward
0;30;None;n;waiting;nothing
1;30;None;e;waiting;nothing
2;30;(33, 37);s;moving;move_forward
3;30;None;n;waiting;nothing
4;30;(33, 45);w;moving;move_left
5;30;(57, 37);w;moving;move_forward
0;31;None;n;waiting;nothing
1;31;None;e;waiting;nothing
2;31;(34, 37);s;moving;move_forward
3;31;None;n;ready to depart;move_forward
4;31;(34, 45);s;moving;move_forward
5;31;(57, 36);w;moving;move_forward
0;32;None;n;waiting;nothing
1;32;None;e;waiting;nothing
2;32;(35, 37);s;moving;move_forward
3;32;(53, 41);n;moving;move_forward
4;32;(35, 45);s;moving;move_forward
5;32;(57, 35);w;moving;move_forward
0;33;None;n;waiting;nothing
1;33;None;e;waiting;nothing
2;33;(36, 37);s;moving;move_forward
3;33;(52, 41);n;moving;move_forward
4;33;(36, 45);s;moving;move_forward
5;33;(57, 34);w;moving;move_forward
0;34;None;n;waiting;nothing
1;34;None;e;waiting;nothing
2;34;(37, 37);s;moving;move_forward
3;34;(51, 41);n;moving;move_forward
4;34;(37, 45);s;moving;move_right
5;34;(57, 33);w;moving;move_forward
0;35;None;n;waiting;nothing
1;35;None;e;waiting;nothing
2;35;(38, 37);s;moving;move_forward
3;35;(50, 41);n;moving;move_forward
4;35;(37, 44);w;moving;move_forward
5;35;(57, 32);w;moving;move_forward
0;36;None;n;waiting;nothing
1;36;None;e;waiting;nothing
2;36;(39, 37);s;moving;move_right
3;36;(49, 41);n;moving;move_right
4;36;(37, 43);w;moving;move_left
5;36;(57, 31);w;moving;move_forward
0;37;None;n;waiting;nothing
1;37;None;e;waiting;nothing
2;37;(39, 36);w;moving;move_forward
3;37;(49, 42);e;moving;move_left
4;37;(38, 43);s;moving;move_forward
5;37;(57, 30);w;moving;move_forward
0;38;None;n;waiting;nothing
1;38;None;e;waiting;nothing
2;38;(39, 35);w;moving;move_forward
3;38;(48, 42);n;moving;move_forward
4;38;(39, 43);s;moving;move_right
5;38;(57, 29);w;moving;move_right
0;39;None;n;waiting;nothing
1;39;None;e;waiting;nothing
2;39;(39, 34);w;moving;move_forward
3;39;(47, 42);n;moving;move_forward
4;39;(39, 42);w;moving;move_forward
5;39;(56, 29);n;moving;move_forward
0;40;None;n;waiting;nothing
1;40;None;e;waiting;nothing
2;40;(39, 33);w;moving;move_forward
3;40;(47, 42);n;malfunction (on map);wait
4;40;(39, 41);w;moving;move_forward
5;40;(55, 29);n;moving;move_forward
0;41;None;n;waiting;nothing
1;41;None;e;waiting;nothing
2;41;(39, 32);w;moving;move_forward
3;41;(47, 42);n;malfunction (on map);wait
4;41;(39, 40);w;moving;move_forward
5;41;(54, 29);n;moving;move_forward
0;42;None;n;waiting;nothing
1;42;None;e;waiting;nothing
2;42;(39, 31);w;moving;move_forward
3;42;(47, 42);n;malfunction (on map);move_forward
4;42;(39, 39);w;moving;move_forward
5;42;(53, 29);n;moving;move_forward
0;43;None;n;waiting;nothing
1;43;None;e;waiting;nothing
