agent;timestep;position;direction;status;given_command
0;0;None;w;waiting;nothing
1;0;None;w;waiting;nothing
2;0;None;e;waiting;nothing
3;0;None;e;waiting;nothing
4;0;None;e;waiting;nothing
5;0;None;e;waiting;nothing
0;1;None;w;waiting;nothing
1;1;None;w;waiting;nothing
2;1;None;e;waiting;nothing
3;1;None;e;waiting;nothing
4;1;None;e;waiting;nothing
5;1;None;e;waiting;nothing
0;2;None;w;waiting;nothing
1;2;None;w;waiting;nothing
2;2;None;e;waiting;nothing
3;2;None;e;waiting;nothing
4;2;None;e;waiting;nothing
5;2;None;e;waiting;nothing
0;3;None;w;waiting;nothing
1;3;None;w;waiting;nothing
2;3;None;e;waiting;nothing
3;3;None;e;waiting;nothing
4;3;None;e;waiting;nothing
5;3;None;e;waiting;nothing
0;4;None;w;waiting;nothing
1;4;None;w;waiting;nothing
2;4;None;e;waiting;nothing
3;4;None;e;waiting;nothing
4;4;None;e;waiting;nothing
5;4;None;e;waiting;nothing
0;5;None;w;malfunction (off map);nothing
1;5;None;w;waiting;nothing
2;5;None;e;waiting;nothing
3;5;None;e;waiting;nothing
4;5;None;e;waiting;nothing
5;5;None;e;waiting;nothing
0;6;None;w;malfunction (off map);nothing
1;6;None;w;ready to depart;move_forward
2;6;None;e;waiting;nothing
3;6;None;e;waiting;nothing
4;6;None;e;waiting;nothing
5;6;None;e;waiting;nothing
0;7;None;w;malfunction (off map);nothing
1;7;(29, 17);w;moving;move_forward
2;7;None;e;waiting;nothing
3;7;None;e;waiting;nothing
4;7;None;e;waiting;nothing
5;7;None;e;waiting;nothing
0;8;None;w;malfunction (off map);nothing
1;8;(29, 16);w;moving;move_forward
2;8;None;e;waiting;nothing
3;8;None;e;waiting;nothing
4;8;None;e;waiting;nothing
5;8;None;e;waiting;nothing
0;9;None;w;malfunction (off map);nothing
1;9;(29, 15);w;moving;move_forward
2;9;None;e;waiting;nothing
3;9;None;e;waiting;nothing
4;9;None;e;waiting;nothing
5;9;None;e;waiting;nothing
0;10;None;w;malfunction (off map);nothing
1;10;(29, 14);w;moving;move_forward
2;10;None;e;waiting;nothing
3;10;None;e;waiting;nothing
4;10;None;e;waiting;nothing
5;10;None;e;waiting;nothing
0;11;None;w;waiting;nothing
1;11;(29, 13);w;moving;move_right
2;11;None;e;waiting;nothing
3;11;None;e;waiting;nothing
4;11;None;e;waiting;nothing
5;11;None;e;waiting;nothing
0;12;None;w;waiting;nothing
1;12;(28, 13);n;moving;move_forward
2;12;None;e;waiting;nothing
3;12;None;e;waiting;nothing
4;12;None;e;waiting;nothing
5;12;None;e;waiting;nothing
