agent;timestep;position;direction;status;given_command
0;0;None;w;waiting;nothing
1;0;None;s;waiting;nothing
2;0;None;w;waiting;nothing
3;0;None;n;waiting;nothing
4;0;None;w;waiting;nothing
5;0;None;n;waiting;nothing
0;1;None;w;waiting;nothing
1;1;None;s;waiting;nothing
2;1;None;w;waiting;nothing
3;1;None;n;waiting;nothing
4;1;None;w;waiting;nothing
5;1;None;n;waiting;nothing
0;2;None;w;waiting;nothing
1;2;None;s;ready to depart;move_forward
2;2;None;w;waiting;nothing
3;2;None;n;waiting;nothing
4;2;None;w;waiting;nothing
5;2;None;n;waiting;nothing
0;3;None;w;waiting;nothing
1;3;(46, 5);s;moving;move_forward
2;3;None;w;waiting;nothing
3;3;None;n;waiting;nothing
4;3;None;w;waiting;nothing
5;3;None;n;waiting;nothing
0;4;None;w;waiting;nothing
1;4;(47, 5);s;moving;move_forward
2;4;None;w;waiting;nothing
3;4;None;n;waiting;nothing
4;4;None;w;waiting;nothing
5;4;None;n;waiting;nothing
0;5;None;w;waiting;nothing
1;5;(48, 5);s;moving;move_forward
2;5;None;w;waiting;nothing
3;5;None;n;waiting;nothing
4;5;None;w;waiting;nothing
5;5;None;n;waiting;nothing
0;6;None;w;waiting;nothing
1;6;(49, 5);s;moving;move_forward
2;6;None;w;waiting;nothing
3;6;None;n;waiting;nothing
4;6;None;w;waiting;nothing
5;6;None;n;waiting;nothing
0;7;None;w;waiting;nothing
1;7;(50, 5);s;moving;move_left
2;7;None;w;waiting;nothing
3;7;None;n;waiting;nothing
4;7;None;w;waiting;nothing
5;7;None;n;waiting;nothing
0;8;None;w;waiting;nothing
1;8;(50, 6);e;moving;move_forward
2;8;None;w;waiting;nothing
3;8;None;n;waiting;nothing
4;8;None;w;waiting;nothing
5;8;None;n;waiting;nothing
0;9;None;w;ready to depart;move_forward
1;9;(50, 7);e;moving;move_forward
2;9;None;w;waiting;nothing
3;9;None;n;waiting;nothing
4;9;None;w;waiting;nothing
5;9;None;n;waiting;nothing
0;10;(8, 28);w;moving;move_forward
1;10;(50, 8);e;moving;move_forward
2;10;None;w;waiting;nothing
3;10;None;n;waiting;nothing
4;10;None;w;waiting;nothing
5;10;None;n;waiting;nothing
0;11;(8, 27);w;moving;move_forward
1;11;(50, 9);e;moving;move_forward
2;11;None;w;waiting;nothing
3;11;None;n;waiting;nothing
4;11;None;w;ready to depart;move_forward
5;11;None;n;waiting;nothing
0;12;(8, 26);w;moving;move_forward
1;12;(50, 10);e;moving;move_forward
2;12;None;w;waiting;nothing
3;12;None;n;waiting;nothing
4;12;(19, 14);w;moving;move_forward
5;12;None;n;waiting;nothing
0;13;(8, 25);w;moving;move_forward
