agent;timestep;action;position;direction;status
0;0;wait;None;3;waiting
0;1;wait;None;3;waiting
0;2;wait;None;3;waiting
0;3;wait;None;3;waiting
0;4;wait;None;3;waiting
0;5;wait;None;3;waiting
0;6;wait;None;3;waiting
0;7;wait;None;3;waiting
0;8;wait;None;3;waiting
0;9;wait;None;3;waiting
0;10;wait;None;3;waiting
0;11;wait;None;3;waiting
0;12;wait;None;3;waiting
0;13;wait;None;3;waiting
0;14;wait;None;3;waiting
0;15;wait;None;3;waiting
0;16;wait;None;3;waiting
0;17;wait;None;3;waiting
0;18;move_forward;None;3;ready to depart
0;19;move_forward;(6, 6);3;moving
0;20;move_forward;(6, 5);3;moving
0;21;move_forward;(6, 4);3;moving
0;22;move_forward;(6, 3);3;moving
0;23;move_forward;(6, 2);3;moving
0;24;move_forward;(6, 1);3;moving
0;25;move_forward;(7, 1);2;moving
0;26;move_forward;(8, 1);2;moving
0;27;move_forward;(9, 1);2;moving
0;28;move_forward;(10, 1);2;moving
0;29;move_forward;(11, 1);2;moving
0;30;move_forward;(12, 1);2;moving
0;31;move_forward;(13, 1);2;moving
0;32;move_forward;(14, 1);2;moving
0;33;move_forward;(15, 1);2;moving
0;34;move_forward;(16, 1);2;moving
0;35;move_forward;(17, 1);2;moving
0;36;move_forward;(18, 1);2;moving
0;37;move_forward;(19, 1);2;moving
0;38;move_forward;(20, 1);2;moving
0;39;move_forward;(21, 1);2;moving
0;40;move_forward;(22, 1);2;moving
0;41;move_forward;(23, 1);2;moving
0;42;move_forward;(24, 1);2;moving
0;43;move_forward;(25, 1);2;moving
0;44;move_forward;(25, 2);1;moving
0;45;move_right;(25, 3);1;moving
0;46;move_forward;(26, 3);2;moving
0;47;move_left;(26, 4);1;moving
0;48;move_forward;(25, 4);0;moving
0;49;move_forward;(25, 5);1;moving
0;50;move_forward;(25, 6);1;moving
0;51;move_forward;(25, 7);1;moving
0;52;move_right;(25, 8);1;moving
0;53;move_forward;(26, 8);2;moving
0;54;move_forward;(26, 9);1;moving
0;55;move_forward;(26, 10);1;moving
0;56;move_right;(26, 11);1;moving
0;57;move_forward;(27, 11);2;moving
0;58;move_forward;(28, 11);2;moving
0;59;move_forward;(29, 11);2;moving
0;60;move_forward;(30, 11);2;moving
0;61;move_forward;(30, 10);3;moving
0;62;move_forward;(30, 9);3;moving
0;63;move_forward;(31, 9);2;moving
0;64;move_forward;(32, 9);2;moving
0;65;move_forward;(33, 9);2;moving
0;66;move_forward;(34, 9);2;moving
0;67;move_forward;(35, 9);2;moving
0;68;move_forward;(36, 9);2;moving
0;69;move_forward;(37, 9);2;moving
0;70;move_forward;(38, 9);2;moving
0;71;move_forward;(38, 8);3;moving
0;72;move_forward;(38, 7);3;moving
0;73;move_forward;(39, 7);2;moving
0;74;move_forward;(40, 7);2;moving
0;75;move_forward;(41, 7);2;moving
0;76;move_forward;(42, 7);2;moving
0;77;move_forward;(43, 7);2;moving
0;78;wait;(44, 7);2;done
1;0;wait;None;0;waiting
1;1;move_forward;None;0;ready to depart
1;2;move_forward;(44, 6);0;moving
1;3;move_forward;(43, 6);0;moving
1;4;move_forward;(42, 6);0;moving
1;5;move_forward;(41, 6);0;moving
1;6;move_forward;(40, 6);0;moving
1;7;move_right;(39, 6);0;moving
1;8;move_forward;(39, 7);1;moving
1;9;move_forward;(39, 8);1;moving
1;10;move_forward;(39, 9);1;moving
1;11;move_forward;(39, 10);1;moving
1;12;move_forward;(38, 10);0;moving
1;13;move_forward;(37, 10);0;moving
1;14;move_forward;(36, 10);0;moving
1;15;move_forward;(35, 10);0;moving
1;16;move_forward;(34, 10);0;moving
1;17;move_forward;(33, 10);0;moving
1;18;move_forward;(32, 10);0;moving
1;19;move_forward;(31, 10);0;moving
1;20;move_forward;(30, 10);0;moving
1;21;move_forward;(30, 11);1;moving
1;22;move_forward;(29, 11);0;moving
1;23;move_forward;(28, 11);0;moving
1;24;move_forward;(27, 11);0;moving
1;25;move_forward;(26, 11);0;moving
1;26;move_forward;(26, 10);3;moving
1;27;move_forward;(26, 9);3;moving
1;28;move_forward;(26, 8);3;moving
1;29;move_forward;(26, 7);3;moving
1;30;move_forward;(26, 6);3;moving
1;31;move_forward;(26, 5);3;moving
1;32;move_forward;(26, 4);3;moving
