agent;timestep;action;position;direction;status
0;0;wait;None;3;waiting
0;1;wait;None;3;waiting
0;2;wait;None;3;waiting
0;3;move_forward;None;3;ready to depart
0;4;move_forward;(7, 6);3;moving
0;5;move_forward;(7, 5);3;moving
0;6;move_forward;(7, 4);3;moving
0;7;move_forward;(7, 3);3;moving
0;8;move_forward;(6, 3);0;moving
0;9;move_forward;(6, 2);3;moving
0;10;move_left;(6, 1);3;moving
0;11;move_forward;(7, 1);2;moving
0;12;move_forward;(8, 1);2;moving
0;13;move_forward;(9, 1);2;moving
0;14;move_forward;(10, 1);2;moving
0;15;move_left;(11, 1);2;moving
0;16;move_forward;(11, 2);1;moving
0;17;move_forward;(12, 2);2;moving
0;18;move_forward;(13, 2);2;moving
0;19;move_forward;(14, 2);2;moving
0;20;move_forward;(15, 2);2;moving
0;21;move_forward;(16, 2);2;moving
0;22;move_forward;(17, 2);2;moving
0;23;move_forward;(18, 2);2;moving
0;24;move_forward;(19, 2);2;moving
0;25;move_forward;(20, 2);2;moving
0;26;move_forward;(21, 2);2;moving
0;27;move_forward;(22, 2);2;moving
0;28;move_forward;(23, 2);2;moving
0;29;move_forward;(24, 2);2;moving
0;30;move_forward;(25, 2);2;moving
0;31;move_forward;(25, 1);3;moving
0;32;move_forward;(26, 1);2;moving
0;33;move_forward;(27, 1);2;moving
0;34;move_forward;(28, 1);2;moving
0;35;move_forward;(29, 1);2;moving
0;36;move_left;(30, 1);2;moving
0;37;move_forward;(30, 2);1;moving
0;38;move_forward;(30, 3);1;moving
0;39;move_forward;(30, 4);1;moving
0;40;move_forward;(30, 5);1;moving
1;0;wait;None;3;waiting
1;1;move_forward;None;3;ready to depart
1;2;move_forward;(29, 6);3;moving
1;3;move_forward;(29, 5);3;moving
1;4;move_forward;(30, 5);2;moving
1;5;move_forward;(30, 4);3;moving
1;6;move_forward;(30, 3);3;moving
1;7;move_forward;(30, 2);3;moving
1;8;move_forward;(30, 1);3;moving
1;9;move_forward;(29, 1);0;moving
1;10;move_forward;(28, 1);0;moving
1;11;move_forward;(27, 1);0;moving
1;12;move_forward;(26, 1);0;moving
1;13;move_forward;(25, 1);0;moving
1;14;move_forward;(24, 1);0;moving
1;15;move_forward;(23, 1);0;moving
1;16;move_forward;(22, 1);0;moving
1;17;move_forward;(21, 1);0;moving
1;18;move_forward;(20, 1);0;moving
1;19;move_forward;(19, 1);0;moving
1;20;move_forward;(18, 1);0;moving
1;21;move_forward;(17, 1);0;moving
1;22;move_forward;(16, 1);0;moving
1;23;move_forward;(15, 1);0;moving
1;24;move_forward;(14, 1);0;moving
1;25;move_forward;(13, 1);0;moving
1;26;move_forward;(12, 1);0;moving
1;27;move_forward;(11, 1);0;moving
1;28;move_forward;(10, 1);0;moving
1;29;move_forward;(9, 1);0;moving
1;30;move_forward;(8, 1);0;moving
1;31;move_forward;(7, 1);0;moving
1;32;move_forward;(6, 1);0;moving
1;33;move_forward;(6, 2);1;moving
1;34;move_right;(6, 3);1;moving
1;35;move_forward;(7, 3);2;moving
1;36;move_forward;(7, 4);1;moving
1;37;move_right;(7, 5);1;moving
1;38;move_forward;(8, 5);2;moving
1;39;wait;(8, 6);1;done
