agent;timestep;action;position;direction;status
0;0;wait;None;1;waiting
0;1;move_forward;None;1;ready to depart
0;2;move_forward;(20, 34);1;moving
0;3;move_forward;(20, 35);1;moving
0;4;move_forward;(20, 36);1;moving
0;5;move_forward;(20, 37);1;moving
0;6;move_forward;(20, 38);1;moving
0;7;move_forward;(20, 39);1;moving
0;8;move_forward;(19, 39);0;moving
0;9;move_forward;(18, 39);0;moving
0;10;move_forward;(17, 39);0;moving
0;11;move_left;(16, 39);0;moving
0;12;move_right;(15, 39);0;moving
0;13;move_forward;(14, 39);0;moving
0;14;move_forward;(13, 39);0;moving
0;15;move_forward;(12, 39);0;moving
0;16;move_forward;(11, 39);0;moving
0;17;move_forward;(11, 38);3;moving
0;18;move_forward;(11, 37);3;moving
0;19;move_forward;(11, 36);3;moving
0;20;move_forward;(11, 35);3;moving
0;21;move_forward;(11, 34);3;moving
0;22;move_forward;(10, 34);0;moving
0;23;move_forward;(9, 34);0;moving
0;24;move_forward;(8, 34);0;moving
0;25;move_forward;(7, 34);0;moving
0;26;move_forward;(6, 34);0;moving
0;27;move_forward;(5, 34);0;moving
0;28;move_forward;(4, 34);0;moving
0;29;move_forward;(3, 34);0;moving
0;30;move_left;(2, 34);0;moving
0;31;move_forward;(1, 34);0;moving
0;32;move_forward;(0, 34);0;moving
0;33;move_forward;(0, 33);3;moving
0;34;move_forward;(0, 32);3;moving
0;35;move_forward;(0, 31);3;moving
0;36;move_forward;(0, 30);3;moving
0;37;move_forward;(0, 29);3;moving
0;38;move_forward;(0, 28);3;moving
0;39;move_forward;(0, 27);3;moving
0;40;move_forward;(0, 26);3;moving
0;41;move_forward;(0, 25);3;moving
0;42;move_forward;(0, 24);3;moving
0;43;move_forward;(0, 23);3;moving
0;44;move_forward;(0, 22);3;moving
0;45;move_forward;(0, 21);3;moving
0;46;move_forward;(0, 20);3;moving
0;47;move_forward;(0, 19);3;moving
0;48;move_forward;(0, 18);3;moving
0;49;move_forward;(0, 17);3;moving
0;50;move_forward;(0, 16);3;moving
0;51;move_forward;(0, 15);3;moving
0;52;move_forward;(0, 14);3;moving
0;53;move_forward;(0, 13);3;moving
0;54;move_forward;(0, 12);3;moving
0;55;move_forward;(1, 12);2;moving
0;56;move_forward;(1, 11);3;moving
0;57;move_left;(1, 10);3;moving
0;58;move_forward;(1, 9);3;moving
0;59;move_forward;(1, 8);3;moving
0;60;move_forward;(1, 7);3;moving
0;61;move_left;(1, 6);3;moving
0;62;move_forward;(2, 6);2;moving
0;63;move_forward;(3, 6);2;moving
1;0;wait;None;2;waiting
1;1;wait;None;2;waiting
1;2;wait;None;2;waiting
1;3;wait;None;2;waiting
1;4;wait;None;2;waiting
1;5;wait;None;2;waiting
1;6;wait;None;2;waiting
1;7;wait;None;2;waiting
1;8;wait;None;2;waiting
1;9;wait;None;2;waiting
1;10;wait;None;2;waiting
1;11;wait;None;2;waiting
1;12;wait;None;2;waiting
1;13;wait;None;2;waiting
1;14;wait;None;2;waiting
1;15;wait;None;2;waiting
1;16;wait;None;2;waiting
1;17;wait;None;2;waiting
1;18;move_forward;None;2;ready to depart
1;19;move_forward;(6, 7);2;moving
1;20;move_forward;(7, 7);2;moving
1;21;move_forward;(8, 7);2;moving
1;22;move_forward;(9, 7);2;moving
1;23;move_forward;(10, 7);2;moving
1;24;move_forward;(11, 7);2;moving
1;25;move_forward;(12, 7);2;moving
1;26;move_forward;(13, 7);2;moving
1;27;move_forward;(14, 7);2;moving
1;28;move_forward;(15, 7);2;moving
1;29;move_forward;(15, 6);3;moving
1;30;move_forward;(16, 6);2;moving
1;31;move_left;(17, 6);2;moving
1;32;move_forward;(17, 7);1;moving
1;33;move_right;(18, 7);2;moving
1;34;move_forward;(18, 6);3;moving
1;35;move_right;(19, 6);2;moving
1;36;move_forward;(19, 5);3;moving
1;37;move_forward;(20, 5);2;moving
1;38;move_forward;(21, 5);2;moving
1;39;move_forward;(21, 6);1;moving
1;40;move_left;(22, 6);2;moving
1;41;move_forward;(22, 7);1;moving
1;42;move_forward;(23, 7);2;moving
1;43;move_forward;(23, 6);3;moving
1;44;move_forward;(24, 6);2;moving
1;45;move_left;(25, 6);2;moving
1;46;move_forward;(25, 7);1;moving
1;47;move_forward;(25, 8);1;moving
1;48;move_forward;(25, 9);1;moving
1;49;move_forward;(25, 10);1;moving
1;50;move_forward;(25, 11);1;moving
1;51;move_forward;(24, 11);0;moving
1;52;move_forward;(23, 11);0;moving
1;53;move_forward;(22, 11);0;moving
1;54;move_forward;(21, 11);0;moving
1;55;move_forward;(21, 12);1;moving
1;56;move_forward;(21, 13);1;moving
1;57;move_forward;(21, 14);1;moving
1;58;move_forward;(21, 15);1;moving
1;59;move_forward;(21, 16);1;moving
1;60;move_forward;(21, 17);1;moving
1;61;move_forward;(21, 18);1;moving
1;62;move_forward;(21, 19);1;moving
1;63;move_forward;(21, 20);1;moving
1;64;move_forward;(21, 21);1;moving
1;65;move_forward;(21, 22);1;moving
1;66;move_forward;(21, 23);1;moving
1;67;move_forward;(21, 24);1;moving
1;68;move_forward;(21, 25);1;moving
1;69;move_forward;(21, 26);1;moving
1;70;move_forward;(21, 27);1;moving
1;71;move_forward;(21, 28);1;moving
1;72;move_forward;(21, 29);1;moving
1;73;move_forward;(21, 30);1;moving
1;74;move_forward;(21, 31);1;moving
1;75;move_forward;(21, 32);1;moving
1;76;move_forward;(21, 33);1;moving
1;77;move_forward;(21, 33);1;stopped
2;0;wait;None;3;waiting
2;1;wait;None;3;waiting
2;2;wait;None;3;waiting
2;3;wait;None;3;waiting
2;4;wait;None;3;waiting
2;5;wait;None;3;waiting
2;6;wait;None;3;waiting
2;7;wait;None;3;waiting
2;8;wait;None;3;waiting
2;9;wait;None;3;waiting
2;10;wait;None;3;waiting
2;11;wait;None;3;waiting
2;12;wait;None;3;waiting
2;13;wait;None;3;waiting
2;14;wait;None;3;waiting
2;15;wait;None;3;waiting
2;16;wait;None;3;waiting
2;17;wait;None;3;waiting
2;18;wait;None;3;waiting
2;19;wait;None;3;waiting
2;20;wait;None;3;waiting
2;21;move_forward;None;3;ready to depart
2;22;move_forward;(20, 34);3;moving
2;23;move_forward;(20, 33);3;moving
2;24;move_forward;(20, 32);3;moving
2;25;move_forward;(20, 31);3;moving
2;26;move_forward;(20, 30);3;moving
2;27;move_forward;(20, 29);3;moving
2;28;move_forward;(20, 28);3;moving
2;29;move_forward;(20, 27);3;moving
2;30;move_forward;(20, 26);3;moving
2;31;move_forward;(20, 25);3;moving
2;32;move_forward;(20, 24);3;moving
2;33;move_forward;(20, 23);3;moving
2;34;move_forward;(20, 22);3;moving
2;35;move_forward;(20, 21);3;moving
2;36;move_forward;(20, 20);3;moving
2;37;move_forward;(20, 19);3;moving
2;38;move_forward;(20, 18);3;moving
2;39;move_forward;(20, 17);3;moving
2;40;move_forward;(20, 16);3;moving
2;41;move_forward;(20, 15);3;moving
2;42;move_forward;(20, 14);3;moving
2;43;move_forward;(20, 13);3;moving
2;44;move_forward;(20, 12);3;moving
2;45;move_forward;(20, 11);3;moving
2;46;move_forward;(19, 11);0;moving
