agent;timestep;position;direction;status;given_command
0;0;None;w;waiting;nothing
1;0;None;e;waiting;nothing
2;0;None;e;waiting;nothing
3;0;None;s;waiting;nothing
4;0;None;s;waiting;nothing
5;0;None;e;waiting;nothing
0;1;None;w;waiting;nothing
1;1;None;e;waiting;nothing
2;1;None;e;waiting;nothing
3;1;None;s;waiting;nothing
4;1;None;s;waiting;nothing
5;1;None;e;waiting;nothing
0;2;None;w;waiting;nothing
1;2;None;e;waiting;nothing
2;2;None;e;waiting;nothing
3;2;None;s;waiting;nothing
4;2;None;s;waiting;nothing
5;2;None;e;waiting;nothing
0;3;None;w;waiting;nothing
1;3;None;e;waiting;nothing
2;3;None;e;ready to depart;move_forward
3;3;None;s;waiting;nothing
4;3;None;s;waiting;nothing
5;3;None;e;waiting;nothing
0;4;None;w;waiting;nothing
1;4;None;e;waiting;nothing
2;4;(45, 34);e;moving;move_forward
3;4;None;s;waiting;nothing
4;4;None;s;waiting;nothing
5;4;None;e;waiting;nothing
0;5;None;w;waiting;nothing
1;5;None;e;waiting;nothing
2;5;(45, 35);e;moving;move_forward
3;5;None;s;waiting;nothing
4;5;None;s;waiting;nothing
5;5;None;e;malfunction (off map);nothing
0;6;None;w;waiting;nothing
1;6;None;e;waiting;nothing
2;6;(45, 36);e;moving;wait
3;6;None;s;waiting;nothing
4;6;None;s;waiting;nothing
5;6;None;e;malfunction (off map);nothing
0;7;None;w;waiting;nothing
1;7;None;e;waiting;nothing
2;7;(45, 36);e;stopped;move_forward
3;7;None;s;waiting;nothing
4;7;None;s;waiting;nothing
5;7;None;e;malfunction (off map);nothing
0;8;None;w;waiting;nothing
1;8;None;e;waiting;nothing
2;8;(45, 37);e;moving;move_forward
3;8;None;s;waiting;nothing
4;8;None;s;waiting;nothing
5;8;None;e;malfunction (off map);move_forward
0;9;None;w;waiting;nothing
1;9;None;e;waiting;nothing
2;9;(45, 38);e;moving;move_left
3;9;None;s;waiting;nothing
4;9;None;s;waiting;nothing
5;9;(42, 15);e;moving;move_forward
0;10;None;w;waiting;nothing
1;10;None;e;waiting;nothing
2;10;(44, 38);n;moving;move_forward
3;10;None;s;waiting;nothing
4;10;None;s;waiting;nothing
5;10;(42, 16);e;moving;move_forward
0;11;None;w;waiting;nothing
1;11;None;e;waiting;nothing
2;11;(43, 38);n;moving;move_forward
3;11;None;s;waiting;nothing
4;11;None;s;waiting;nothing
5;11;(42, 17);e;moving;move_forward
0;12;None;w;waiting;nothing
1;12;None;e;waiting;nothing
2;12;(42, 38);n;moving;move_forward
3;12;None;s;waiting;nothing
4;12;None;s;malfunction (off map);nothing
5;12;(42, 18);e;moving;move_forward
0;13;None;w;waiting;nothing
1;13;None;e;waiting;nothing
2;13;(41, 38);n;moving;move_forward
3;13;None;s;waiting;nothing
4;13;None;s;malfunction (off map);nothing
5;13;(42, 19);e;moving;move_right
0;14;None;w;waiting;nothing
1;14;None;e;waiting;nothing
2;14;(40, 38);n;moving;move_forward
3;14;None;s;waiting;nothing
4;14;None;s;malfunction (off map);nothing
5;14;(43, 19);s;moving;move_forward
0;15;None;w;waiting;nothing
1;15;None;e;waiting;nothing
2;15;(39, 38);n;moving;move_forward
3;15;None;s;waiting;nothing
4;15;None;s;waiting;nothing
5;15;(44, 19);s;moving;move_forward
0;16;None;w;waiting;nothing
1;16;None;e;waiting;nothing
2;16;(38, 38);n;moving;move_forward
3;16;None;s;waiting;nothing
4;16;None;s;waiting;nothing
5;16;(45, 19);s;moving;move_left
0;17;None;w;waiting;nothing
1;17;None;e;waiting;nothing
2;17;(37, 38);n;moving;move_forward
3;17;None;s;waiting;nothing
4;17;None;s;waiting;nothing
5;17;(45, 20);e;moving;move_forward
0;18;None;w;waiting;nothing
1;18;None;e;waiting;nothing
2;18;(36, 38);n;moving;move_forward
3;18;None;s;waiting;nothing
4;18;None;s;waiting;nothing
5;18;(45, 21);e;moving;move_forward
0;19;None;w;waiting;nothing
1;19;None;e;waiting;nothing
2;19;(35, 38);n;moving;move_forward
3;19;None;s;waiting;nothing
4;19;None;s;waiting;nothing
5;19;(45, 22);e;moving;move_forward
0;20;None;w;waiting;nothing
1;20;None;e;waiting;nothing
2;20;(34, 38);n;moving;move_right
3;20;None;s;waiting;nothing
4;20;None;s;waiting;nothing
5;20;(45, 23);e;moving;move_forward
0;21;None;w;waiting;nothing
1;21;None;e;waiting;nothing
2;21;(34, 39);e;moving;move_forward
3;21;None;s;waiting;nothing
4;21;None;s;waiting;nothing
5;21;(45, 24);e;moving;move_forward
0;22;None;w;waiting;nothing
1;22;None;e;waiting;nothing
2;22;(34, 40);e;moving;move_forward
3;22;None;s;waiting;nothing
4;22;None;s;waiting;nothing
5;22;(45, 25);e;moving;move_forward
0;23;None;w;waiting;nothing
1;23;None;e;waiting;nothing
2;23;(34, 41);e;moving;move_forward
3;23;None;s;waiting;nothing
4;23;None;s;waiting;nothing
5;23;(45, 26);e;moving;move_forward
0;24;None;w;waiting;nothing
1;24;None;e;waiting;nothing
2;24;(34, 42);e;moving;wait
3;24;None;s;waiting;nothing
4;24;None;s;malfunction (off map);nothing
5;24;(45, 27);e;moving;move_forward
0;25;None;w;waiting;nothing
1;25;None;e;waiting;nothing
2;25;(34, 42);e;stopped;move_forward
3;25;None;s;waiting;nothing
4;25;None;s;malfunction (off map);nothing
5;25;(45, 28);e;moving;move_forward
0;26;None;w;waiting;nothing
1;26;None;e;waiting;nothing
2;26;(34, 43);e;moving;move_forward
3;26;None;s;waiting;nothing
4;26;None;s;malfunction (off map);nothing
5;26;(45, 29);e;moving;move_forward
0;27;None;w;malfunction (off map);nothing
1;27;None;e;waiting;nothing
2;27;(34, 44);e;moving;move_forward
3;27;None;s;waiting;nothing
4;27;None;s;malfunction (off map);nothing
5;27;(45, 30);e;moving;move_forward
0;28;None;w;malfunction (off map);nothing
1;28;None;e;waiting;nothing
2;28;(34, 45);e;moving;move_forward
3;28;None;s;waiting;nothing
4;28;None;s;malfunction (off map);nothing
5;28;(45, 31);e;moving;wait
0;29;None;w;malfunction (off map);nothing
1;29;None;e;waiting;nothing
2;29;(34, 46);e;moving;move_forward
3;29;None;s;waiting;nothing
4;29;None;s;malfunction (off map);nothing
5;29;(45, 31);e;stopped;wait
0;30;None;w;malfunction (off map);nothing
1;30;None;e;waiting;nothing
2;30;(34, 47);e;moving;move_forward
3;30;None;s;waiting;nothing
4;30;None;s;malfunction (off map);nothing
5;30;(45, 31);e;stopped;wait
0;31;None;w;malfunction (off map);nothing
1;31;None;e;waiting;nothing
2;31;(34, 48);e;moving;move_forward
3;31;None;s;waiting;nothing
4;31;None;s;waiting;nothing
5;31;(45, 31);e;stopped;wait
0;32;None;w;malfunction (off map);nothing
1;32;None;e;waiting;nothing
2;32;(34, 49);e;moving;move_forward
3;32;None;s;waiting;nothing
4;32;None;s;ready to depart;move_forward
5;32;(45, 31);e;stopped;wait
