agent;timestep;position;direction;status;given_command
0;0;None;e;waiting;nothing
1;0;None;n;waiting;nothing
2;0;None;e;waiting;nothing
3;0;None;s;waiting;nothing
4;0;None;s;waiting;nothing
5;0;None;s;waiting;nothing
6;0;None;s;waiting;nothing
7;0;None;e;waiting;nothing
8;0;None;w;waiting;nothing
9;0;None;n;waiting;nothing
10;0;None;e;waiting;nothing
11;0;None;n;waiting;nothing
12;0;None;n;waiting;nothing
13;0;None;s;waiting;nothing
14;0;None;e;waiting;nothing
15;0;None;n;waiting;nothing
16;0;None;n;waiting;nothing
17;0;None;s;waiting;nothing
18;0;None;n;waiting;nothing
19;0;None;w;waiting;nothing
0;1;None;e;waiting;nothing
1;1;None;n;waiting;nothing
2;1;None;e;waiting;nothing
3;1;None;s;ready to depart;move_forward
4;1;None;s;waiting;nothing
5;1;None;s;waiting;nothing
6;1;None;s;waiting;nothing
7;1;None;e;ready to depart;move_forward
8;1;None;w;waiting;nothing
9;1;None;n;waiting;nothing
10;1;None;e;waiting;nothing
11;1;None;n;waiting;nothing
12;1;None;n;waiting;nothing
13;1;None;s;waiting;nothing
14;1;None;e;ready to depart;nothing
15;1;None;n;waiting;nothing
16;1;None;n;waiting;nothing
17;1;None;s;waiting;nothing
18;1;None;n;waiting;nothing
19;1;None;w;waiting;nothing
0;2;None;e;waiting;nothing
1;2;None;n;waiting;nothing
2;2;None;e;waiting;nothing
3;2;(19, 10);s;moving;move_forward
4;2;None;s;waiting;nothing
5;2;None;s;waiting;nothing
6;2;None;s;ready to depart;nothing
7;2;(7, 4);e;moving;move_forward
8;2;None;w;waiting;nothing
9;2;None;n;waiting;nothing
10;2;None;e;waiting;nothing
11;2;None;n;waiting;nothing
12;2;None;n;waiting;nothing
13;2;None;s;waiting;nothing
14;2;None;e;ready to depart;move_forward
15;2;None;n;waiting;nothing
16;2;None;n;waiting;nothing
17;2;None;s;waiting;nothing
18;2;None;n;waiting;nothing
19;2;None;w;waiting;nothing
0;3;None;e;waiting;nothing
1;3;None;n;waiting;nothing
2;3;None;e;waiting;nothing
3;3;(20, 10);s;moving;move_forward
4;3;None;s;waiting;nothing
5;3;None;s;waiting;nothing
6;3;None;s;ready to depart;nothing
7;3;(7, 5);e;moving;move_forward
8;3;None;w;waiting;nothing
9;3;None;n;waiting;nothing
10;3;None;e;waiting;nothing
11;3;None;n;waiting;nothing
12;3;None;n;waiting;nothing
13;3;None;s;waiting;nothing
14;3;(7, 4);e;moving;move_forward
15;3;None;n;ready to depart;move_forward
16;3;None;n;waiting;nothing
17;3;None;s;waiting;nothing
18;3;None;n;waiting;nothing
19;3;None;w;waiting;nothing
0;4;None;e;waiting;nothing
1;4;None;n;waiting;nothing
2;4;None;e;waiting;nothing
3;4;(21, 10);s;moving;move_forward
4;4;None;s;waiting;nothing
5;4;None;s;waiting;nothing
6;4;None;s;ready to depart;nothing
7;4;(7, 6);e;moving;move_forward
8;4;None;w;waiting;nothing
9;4;None;n;waiting;nothing
