agent;timestep;position;direction;status;given_command
0;0;None;n;waiting;nothing
1;0;None;n;waiting;nothing
2;0;None;n;waiting;nothing
3;0;None;n;waiting;nothing
4;0;None;n;waiting;nothing
5;0;None;n;waiting;nothing
6;0;None;n;waiting;nothing
7;0;None;w;waiting;nothing
8;0;None;w;waiting;nothing
9;0;None;n;waiting;nothing
0;1;None;n;waiting;nothing
1;1;None;n;waiting;nothing
2;1;None;n;ready to depart;move_forward
3;1;None;n;waiting;nothing
4;1;None;n;waiting;nothing
5;1;None;n;waiting;nothing
6;1;None;n;waiting;nothing
7;1;None;w;waiting;nothing
8;1;None;w;waiting;nothing
9;1;None;n;waiting;nothing
0;2;None;n;waiting;nothing
1;2;None;n;ready to depart;move_forward
2;2;(17, 10);n;moving;move_forward
3;2;None;n;waiting;nothing
4;2;None;n;waiting;nothing
5;2;None;n;waiting;nothing
6;2;None;n;waiting;nothing
7;2;None;w;waiting;nothing
8;2;None;w;waiting;nothing
9;2;None;n;waiting;nothing
0;3;None;n;waiting;nothing
1;3;(17, 10);n;moving;move_forward
2;3;(16, 10);n;moving;move_forward
3;3;None;n;waiting;nothing
4;3;None;n;waiting;nothing
5;3;None;n;waiting;nothing
6;3;None;n;waiting;nothing
7;3;None;w;waiting;nothing
8;3;None;w;waiting;nothing
9;3;None;n;waiting;nothing
0;4;None;n;waiting;nothing
1;4;(16, 10);n;moving;move_forward
2;4;(15, 10);n;moving;move_forward
3;4;None;n;waiting;nothing
4;4;None;n;waiting;nothing
5;4;None;n;malfunction (off map);nothing
6;4;None;n;waiting;nothing
7;4;None;w;waiting;nothing
8;4;None;w;waiting;nothing
9;4;None;n;waiting;nothing
0;5;None;n;waiting;nothing
1;5;(15, 10);n;moving;move_forward
2;5;(14, 10);n;moving;move_forward
3;5;None;n;waiting;nothing
4;5;None;n;waiting;nothing
5;5;None;n;malfunction (off map);nothing
6;5;None;n;waiting;nothing
7;5;None;w;waiting;nothing
8;5;None;w;waiting;nothing
9;5;None;n;waiting;nothing
0;6;None;n;waiting;nothing
1;6;(14, 10);n;moving;move_forward
2;6;(13, 10);n;moving;move_right
3;6;None;n;waiting;nothing
4;6;None;n;waiting;nothing
5;6;None;n;malfunction (off map);nothing
6;6;None;n;waiting;nothing
7;6;None;w;waiting;nothing
8;6;None;w;waiting;nothing
9;6;None;n;waiting;nothing
0;7;None;n;waiting;nothing
1;7;(13, 10);n;moving;move_right
2;7;(13, 11);e;moving;move_left
3;7;None;n;waiting;nothing
4;7;None;n;waiting;nothing
5;7;None;n;waiting;nothing
6;7;None;n;waiting;nothing
7;7;None;w;waiting;nothing
8;7;None;w;waiting;nothing
9;7;None;n;waiting;nothing
0;8;None;n;waiting;nothing
1;8;(13, 11);e;moving;move_left
2;8;(12, 11);n;moving;move_forward
3;8;None;n;waiting;nothing
4;8;None;n;waiting;nothing
5;8;None;n;waiting;nothing
6;8;None;n;waiting;nothing
7;8;None;w;waiting;nothing
8;8;None;w;waiting;nothing
9;8;None;n;waiting;nothing
0;9;None;n;waiting;nothing
1;9;(12, 11);n;moving;move_forward
2;9;(11, 11);n;moving;move_forward
3;9;None;n;waiting;nothing
4;9;None;n;waiting;nothing
5;9;None;n;waiting;nothing
6;9;None;n;waiting;nothing
7;9;None;w;waiting;nothing
8;9;None;w;waiting;nothing
9;9;None;n;waiting;nothing
0;10;None;n;waiting;nothing
1;10;(11, 11);n;moving;move_forward
2;10;(10, 11);n;moving;move_forward
3;10;None;n;waiting;nothing
4;10;None;n;waiting;nothing
5;10;None;n;waiting;nothing
6;10;None;n;waiting;nothing
7;10;None;w;waiting;nothing
8;10;None;w;waiting;nothing
9;10;None;n;waiting;nothing
0;11;None;n;waiting;nothing
1;11;(10, 11);n;moving;move_forward
2;11;(9, 11);n;moving;move_right
3;11;None;n;waiting;nothing
4;11;None;n;waiting;nothing
5;11;None;n;waiting;nothing
6;11;None;n;waiting;nothing
7;11;None;w;waiting;nothing
8;11;None;w;waiting;nothing
9;11;None;n;waiting;nothing
0;12;None;n;waiting;nothing
1;12;(9, 11);n;moving;move_right
2;12;(9, 12);e;moving;move_forward
3;12;None;n;waiting;nothing
4;12;None;n;waiting;nothing
5;12;None;n;waiting;nothing
6;12;None;n;waiting;nothing
7;12;None;w;waiting;nothing
8;12;None;w;waiting;nothing
9;12;None;n;waiting;nothing
0;13;None;n;waiting;nothing
1;13;(9, 12);e;moving;move_forward
2;13;(9, 13);e;moving;move_forward
3;13;None;n;waiting;nothing
4;13;None;n;waiting;nothing
5;13;None;n;waiting;nothing
6;13;None;n;waiting;nothing
7;13;None;w;waiting;nothing
8;13;None;w;waiting;nothing
9;13;None;n;waiting;nothing
0;14;None;n;waiting;nothing
1;14;(9, 13);e;moving;move_forward
2;14;(9, 14);e;moving;move_forward
3;14;None;n;waiting;nothing
4;14;None;n;waiting;nothing
5;14;None;n;waiting;nothing
6;14;None;n;waiting;nothing
7;14;None;w;waiting;nothing
8;14;None;w;waiting;nothing
9;14;None;n;waiting;nothing
0;15;None;n;waiting;nothing
1;15;(9, 14);e;moving;move_forward
2;15;(9, 15);e;moving;move_forward
3;15;None;n;waiting;nothing
4;15;None;n;waiting;nothing
5;15;None;n;waiting;nothing
6;15;None;n;waiting;nothing
7;15;None;w;waiting;nothing
8;15;None;w;waiting;nothing
9;15;None;n;waiting;nothing
0;16;None;n;waiting;nothing
1;16;(9, 15);e;moving;move_forward
2;16;(9, 16);e;moving;move_forward
3;16;None;n;waiting;nothing
4;16;None;n;waiting;nothing
5;16;None;n;waiting;nothing
6;16;None;n;ready to depart;move_forward
7;16;None;w;waiting;nothing
8;16;None;w;waiting;nothing
9;16;None;n;waiting;nothing
0;17;None;n;waiting;nothing
1;17;(9, 16);e;moving;move_forward
2;17;(9, 17);e;moving;move_forward
3;17;None;n;waiting;nothing
4;17;None;n;ready to depart;move_forward
5;17;None;n;waiting;nothing
6;17;(45, 7);n;moving;move_forward
7;17;None;w;waiting;nothing
8;17;None;w;waiting;nothing
9;17;None;n;waiting;nothing
0;18;None;n;waiting;nothing
1;18;(9, 17);e;moving;move_forward
2;18;(9, 18);e;moving;move_left
3;18;None;n;waiting;nothing
4;18;(17, 10);n;moving;move_forward
5;18;None;n;waiting;nothing
6;18;(44, 7);n;moving;move_forward
7;18;None;w;waiting;nothing
8;18;None;w;ready to depart;nothing
9;18;None;n;waiting;nothing
0;19;None;n;waiting;nothing
1;19;(9, 18);e;moving;move_left
2;19;(8, 18);n;moving;move_forward
3;19;None;n;waiting;nothing
4;19;(16, 10);n;moving;move_forward
5;19;None;n;waiting;nothing
6;19;(43, 7);n;moving;move_forward
