agent;timestep;action;position;direction;status
0;0;wait;None;1;waiting
0;1;wait;None;1;waiting
0;2;wait;None;1;waiting
0;3;wait;None;1;waiting
0;4;move_forward;None;1;ready to depart
0;5;move_forward;(16, 6);1;moving
0;6;move_forward;(16, 7);1;moving
0;7;move_forward;(16, 8);1;moving
0;8;move_forward;(16, 9);1;moving
0;9;move_forward;(16, 10);1;moving
0;10;move_forward;(16, 11);1;moving
0;11;move_forward;(16, 12);1;moving
0;12;move_forward;(16, 13);1;moving
0;13;move_forward;(16, 14);1;moving
0;14;move_forward;(17, 14);2;moving
0;15;move_forward;(18, 14);2;moving
0;16;move_forward;(19, 14);2;moving
0;17;move_forward;(20, 14);2;moving
0;18;move_forward;(21, 14);2;moving
0;19;move_forward;(22, 14);2;moving
0;20;move_forward;(23, 14);2;moving
0;21;move_forward;(24, 14);2;moving
0;22;move_forward;(24, 15);1;moving
0;23;move_right;(24, 16);1;moving
0;24;move_forward;(25, 16);2;moving
0;25;move_forward;(25, 17);1;moving
0;26;move_right;(25, 18);1;moving
0;27;move_forward;(26, 18);2;moving
0;28;move_forward;None;1;done
1;0;wait;None;1;waiting
1;1;move_forward;None;1;ready to depart
1;2;move_forward;(23, 19);1;moving
1;3;move_forward;(23, 20);1;moving
1;4;move_forward;(24, 20);2;moving
1;5;move_forward;(24, 21);1;moving
1;6;move_forward;(24, 22);1;moving
1;7;move_forward;(24, 23);1;moving
1;8;move_forward;(24, 24);1;moving
1;9;move_forward;(23, 24);0;moving
1;10;move_forward;(22, 24);0;moving
1;11;move_forward;(21, 24);0;moving
1;12;move_forward;(20, 24);0;moving
1;13;move_left;(19, 24);0;moving
1;14;move_forward;(19, 23);3;moving
1;15;move_forward;(19, 22);3;moving
1;16;move_forward;(19, 21);3;moving
1;17;move_forward;(19, 20);3;moving
1;18;move_forward;(19, 19);3;moving
1;19;move_forward;(19, 18);3;moving
1;20;move_forward;(19, 17);3;moving
1;21;move_forward;(19, 16);3;moving
1;22;move_forward;(19, 15);3;moving
1;23;move_forward;(19, 14);3;moving
1;24;move_forward;(19, 13);3;moving
1;25;move_forward;(19, 12);3;moving
1;26;move_forward;(19, 11);3;moving
1;27;move_forward;(18, 11);0;moving
1;28;move_forward;(17, 11);0;moving
1;29;move_forward;(16, 11);0;moving
1;30;move_forward;(16, 10);3;moving
1;31;move_left;(16, 9);3;moving
1;32;move_forward;(17, 9);2;moving
1;33;move_forward;(17, 8);3;moving
1;34;move_forward;(17, 7);3;moving
