agent;timestep;position;direction;status;given_command
0;0;None;n;waiting;nothing
1;0;None;n;waiting;nothing
2;0;None;s;waiting;nothing
3;0;None;s;waiting;nothing
4;0;None;n;waiting;nothing
5;0;None;n;waiting;nothing
6;0;None;s;waiting;nothing
7;0;None;n;waiting;nothing
8;0;None;s;waiting;nothing
9;0;None;n;waiting;nothing
0;1;None;n;waiting;nothing
1;1;None;n;waiting;nothing
2;1;None;s;waiting;nothing
3;1;None;s;waiting;nothing
4;1;None;n;waiting;nothing
5;1;None;n;ready to depart;move_forward
6;1;None;s;waiting;nothing
7;1;None;n;waiting;nothing
8;1;None;s;waiting;nothing
9;1;None;n;waiting;nothing
0;2;None;n;waiting;nothing
1;2;None;n;waiting;nothing
2;2;None;s;waiting;nothing
3;2;None;s;waiting;nothing
4;2;None;n;waiting;nothing
5;2;(13, 13);n;moving;move_forward
6;2;None;s;waiting;nothing
7;2;None;n;waiting;nothing
8;2;None;s;waiting;nothing
9;2;None;n;waiting;nothing
0;3;None;n;waiting;nothing
1;3;None;n;waiting;nothing
2;3;None;s;waiting;nothing
3;3;None;s;waiting;nothing
4;3;None;n;waiting;nothing
5;3;(12, 13);n;moving;move_forward
6;3;None;s;waiting;nothing
7;3;None;n;waiting;nothing
8;3;None;s;waiting;nothing
9;3;None;n;waiting;nothing
0;4;None;n;waiting;nothing
1;4;None;n;waiting;nothing
2;4;None;s;waiting;nothing
3;4;None;s;waiting;nothing
4;4;None;n;waiting;nothing
5;4;(11, 13);n;moving;move_forward
6;4;None;s;waiting;nothing
7;4;None;n;waiting;nothing
8;4;None;s;waiting;nothing
9;4;None;n;waiting;nothing
0;5;None;n;waiting;nothing
1;5;None;n;waiting;nothing
2;5;None;s;waiting;nothing
3;5;None;s;waiting;nothing
4;5;None;n;waiting;nothing
5;5;(10, 13);n;moving;move_forward
6;5;None;s;waiting;nothing
7;5;None;n;waiting;nothing
8;5;None;s;waiting;nothing
9;5;None;n;waiting;nothing
0;6;None;n;waiting;nothing
1;6;None;n;waiting;nothing
2;6;None;s;ready to depart;move_forward
3;6;None;s;waiting;nothing
4;6;None;n;waiting;nothing
5;6;(9, 13);n;moving;move_right
6;6;None;s;waiting;nothing
7;6;None;n;waiting;nothing
8;6;None;s;waiting;nothing
9;6;None;n;waiting;nothing
0;7;None;n;waiting;nothing
1;7;None;n;waiting;nothing
2;7;(13, 13);s;moving;move_forward
3;7;None;s;waiting;nothing
4;7;None;n;waiting;nothing
5;7;(9, 14);e;moving;move_forward
6;7;None;s;waiting;nothing
7;7;None;n;waiting;nothing
8;7;None;s;waiting;nothing
9;7;None;n;ready to depart;move_forward
0;8;None;n;waiting;nothing
1;8;None;n;waiting;nothing
2;8;(14, 13);s;moving;move_left
3;8;None;s;waiting;nothing
4;8;None;n;waiting;nothing
5;8;(9, 15);e;moving;move_forward
6;8;None;s;waiting;nothing
7;8;None;n;waiting;nothing
8;8;None;s;waiting;nothing
9;8;(34, 32);n;moving;move_forward
0;9;None;n;waiting;nothing
1;9;None;n;waiting;nothing
2;9;(14, 14);e;moving;wait
3;9;None;s;waiting;nothing
4;9;None;n;waiting;nothing
5;9;(9, 16);e;moving;move_forward
6;9;None;s;waiting;nothing
7;9;None;n;waiting;nothing
8;9;None;s;waiting;nothing
9;9;(33, 32);n;moving;move_forward
0;10;None;n;waiting;nothing
1;10;None;n;waiting;nothing
2;10;(14, 14);e;stopped;wait
3;10;None;s;waiting;nothing
4;10;None;n;waiting;nothing
5;10;(9, 17);e;moving;move_forward
6;10;None;s;waiting;nothing
7;10;None;n;waiting;nothing
8;10;None;s;waiting;nothing
9;10;(32, 32);n;moving;move_forward
0;11;None;n;waiting;nothing
1;11;None;n;waiting;nothing
2;11;(14, 14);e;stopped;wait
3;11;None;s;waiting;nothing
4;11;None;n;waiting;nothing
5;11;(9, 18);e;moving;move_forward
6;11;None;s;waiting;nothing
7;11;None;n;waiting;nothing
8;11;None;s;waiting;nothing
9;11;(31, 32);n;moving;move_forward
0;12;None;n;waiting;nothing
1;12;None;n;waiting;nothing
2;12;(14, 14);e;stopped;wait
3;12;None;s;waiting;nothing
4;12;None;n;waiting;nothing
5;12;(9, 19);e;moving;move_forward
6;12;None;s;waiting;nothing
7;12;None;n;waiting;nothing
8;12;None;s;waiting;nothing
9;12;(30, 32);n;moving;move_forward
0;13;None;n;waiting;nothing
1;13;None;n;waiting;nothing
2;13;(14, 14);e;stopped;wait
3;13;None;s;waiting;nothing
4;13;None;n;waiting;nothing
5;13;(9, 20);e;moving;move_forward
6;13;None;s;waiting;nothing
7;13;None;n;waiting;nothing
8;13;None;s;waiting;nothing
9;13;(29, 32);n;moving;move_forward
0;14;None;n;waiting;nothing
1;14;None;n;waiting;nothing
2;14;(14, 14);e;stopped;wait
3;14;None;s;waiting;nothing
4;14;None;n;waiting;nothing
5;14;(9, 21);e;moving;move_forward
6;14;None;s;waiting;nothing
7;14;None;n;waiting;nothing
8;14;None;s;waiting;nothing
9;14;(28, 32);n;moving;move_forward
0;15;None;n;waiting;nothing
1;15;None;n;waiting;nothing
2;15;(14, 14);e;stopped;wait
3;15;None;s;waiting;nothing
4;15;None;n;waiting;nothing
5;15;(9, 22);e;moving;move_forward
6;15;None;s;waiting;nothing
7;15;None;n;waiting;nothing
8;15;None;s;waiting;nothing
9;15;(27, 32);n;moving;move_forward
0;16;None;n;waiting;nothing
1;16;None;n;waiting;nothing
2;16;(14, 14);e;stopped;wait
3;16;None;s;waiting;nothing
4;16;None;n;waiting;nothing
5;16;(9, 23);e;moving;move_forward
6;16;None;s;waiting;nothing
7;16;None;n;waiting;nothing
8;16;None;s;waiting;nothing
9;16;(26, 32);n;moving;move_forward
0;17;None;n;waiting;nothing
1;17;None;n;waiting;nothing
2;17;(14, 14);e;stopped;wait
3;17;None;s;waiting;nothing
4;17;None;n;waiting;nothing
5;17;(9, 24);e;moving;move_forward
6;17;None;s;waiting;nothing
7;17;None;n;waiting;nothing
8;17;None;s;waiting;nothing
9;17;(25, 32);n;moving;move_right
0;18;None;n;waiting;nothing
1;18;None;n;waiting;nothing
2;18;(14, 14);e;stopped;wait
3;18;None;s;waiting;nothing
4;18;None;n;waiting;nothing
5;18;(9, 25);e;moving;move_forward
6;18;None;s;waiting;nothing
7;18;None;n;waiting;nothing
8;18;None;s;waiting;nothing
9;18;(25, 33);e;moving;move_forward
0;19;None;n;waiting;nothing
1;19;None;n;waiting;nothing
2;19;(14, 14);e;stopped;wait
3;19;None;s;waiting;nothing
4;19;None;n;waiting;nothing
5;19;(9, 26);e;moving;move_forward
6;19;None;s;waiting;nothing
7;19;None;n;waiting;nothing
8;19;None;s;waiting;nothing
