agent;timestep;action;position;direction;status
0;0;wait;None;2;waiting
0;1;wait;None;2;waiting
0;2;wait;None;2;waiting
0;3;wait;None;2;waiting
0;4;wait;None;2;waiting
0;5;move_forward;None;2;ready to depart
0;6;move_forward;(6, 5);2;moving
0;7;move_forward;(7, 5);2;moving
0;8;move_forward;(7, 6);1;moving
0;9;move_forward;(8, 6);2;moving
0;10;move_forward;(9, 6);2;moving
0;11;move_forward;(10, 6);2;moving
0;12;move_forward;(11, 6);2;moving
0;13;move_forward;(12, 6);2;moving
0;14;move_forward;(13, 6);2;moving
0;15;move_forward;(14, 6);2;moving
0;16;move_forward;(15, 6);2;moving
0;17;move_forward;(16, 6);2;moving
0;18;move_forward;(17, 6);2;moving
0;19;move_forward;(18, 6);2;moving
0;20;move_forward;(19, 6);2;moving
0;21;move_forward;(20, 6);2;moving
0;22;move_forward;(21, 6);2;moving
0;23;move_forward;(22, 6);2;moving
0;24;move_forward;(23, 6);2;moving
0;25;move_forward;None;2;done
1;0;wait;None;2;waiting
1;1;wait;None;2;waiting
1;2;wait;None;2;waiting
1;3;wait;None;2;waiting
1;4;wait;None;2;waiting
1;5;wait;None;2;waiting
1;6;wait;None;2;waiting
1;7;wait;None;2;waiting
1;8;move_forward;None;2;ready to depart
1;9;move_forward;(24, 7);2;moving
1;10;move_forward;(25, 7);2;moving
1;11;move_forward;(26, 7);2;moving
1;12;move_forward;(27, 7);2;moving
1;13;move_forward;(27, 6);3;moving
1;14;move_forward;(28, 6);2;moving
1;15;move_forward;(29, 6);2;moving
1;16;move_forward;(29, 7);1;moving
1;17;move_forward;(29, 8);1;moving
1;18;move_forward;(29, 9);1;moving
1;19;move_forward;(29, 10);1;moving
1;20;move_forward;(29, 11);1;moving
1;21;move_forward;(29, 12);1;moving
1;22;move_forward;(29, 13);1;moving
1;23;move_forward;(29, 14);1;moving
1;24;move_forward;(29, 15);1;moving
1;25;move_forward;(29, 16);1;moving
1;26;move_forward;(29, 17);1;moving
1;27;move_forward;(29, 18);1;moving
1;28;move_forward;(29, 19);1;moving
1;29;move_forward;(29, 20);1;moving
1;30;move_forward;(29, 21);1;moving
1;31;move_forward;(29, 22);1;moving
1;32;move_forward;(29, 23);1;moving
1;33;move_left;(29, 24);1;moving
1;34;move_forward;(28, 24);0;moving
1;35;move_forward;(27, 24);0;moving
1;36;move_forward;(26, 24);0;moving
1;37;move_forward;(25, 24);0;moving
1;38;move_forward;(24, 24);0;moving
1;39;move_forward;(23, 24);0;moving
1;40;move_forward;(22, 24);0;moving
1;41;move_forward;(21, 24);0;moving
1;42;move_forward;(20, 24);0;moving
1;43;move_forward;(19, 24);0;moving
1;44;move_forward;(19, 25);1;moving
1;45;move_forward;(19, 26);1;moving
1;46;move_forward;(19, 27);1;moving
1;47;move_forward;(19, 28);1;moving
1;48;move_forward;(18, 28);0;moving
1;49;move_forward;(17, 28);0;moving
1;50;move_forward;(16, 28);0;moving
1;51;move_forward;(15, 28);0;moving
1;52;move_forward;(14, 28);0;moving
1;53;move_forward;(13, 28);0;moving
1;54;move_forward;(12, 28);0;moving
1;55;move_forward;(11, 28);0;moving
1;56;move_forward;(11, 29);1;moving
1;57;move_forward;(10, 29);0;moving
1;58;move_forward;(9, 29);0;moving
1;59;move_forward;(8, 29);0;moving
1;60;move_left;(7, 29);0;moving
1;61;move_forward;(7, 28);3;moving
1;62;move_forward;(7, 27);3;moving
1;63;move_forward;(7, 26);3;moving
1;64;move_forward;(7, 25);3;moving
1;65;move_forward;(7, 24);3;moving
1;66;move_forward;(7, 23);3;moving
1;67;move_forward;(7, 22);3;moving
1;68;move_forward;(7, 21);3;moving
1;69;move_forward;(7, 20);3;moving
1;70;move_forward;(7, 19);3;moving
1;71;move_forward;(7, 18);3;moving
1;72;move_forward;(7, 17);3;moving
1;73;move_forward;(7, 16);3;moving
